Season,Player_ID,Player_Name,Position,Team,Conference,Usage_Overall,Team_Total_Usage,Player_Usage_Share,Rank_Within_Team,Top_Player_Flag,Top_3_Flag,Top_Player_Share,Top_3_Share,Distinct_Season_Count
2022,4683062,Xavier Worthy,WR,Texas,Big 12,0.126,2.057,6.1%,5,0,0,22.3%,55.7%,3.00
2022,4683111,Jaden Bradley,WR,Pittsburgh,ACC,0.037,2.123,1.7%,12,0,0,20.4%,56.6%,2.00
2022,4683119,Tyler Moore,TE,Iowa State,Big 12,0.025,1.812,1.4%,14,0,0,34.2%,52.4%,2.00
2022,4683127,Ryan Hoerstkamp,TE,Missouri,SEC,0.029,1.797,1.6%,17,0,0,32.2%,52.7%,1.00
2022,4683151,Deion Burks,WR,Purdue,Big Ten,0.041,2.149,1.9%,14,0,0,27.1%,47.6%,3.00
2022,4683153,Skyler Bell,WR,Wisconsin,Big Ten,0.061,1.760,3.5%,7,0,0,24.9%,56.3%,3.00
2022,4683158,Arland Bruce IV,WR,Iowa,Big Ten,0.054,2.432,2.2%,10,0,0,24.0%,58.9%,2.00
2022,4683159,Lewis Bond,WR,Boston College,ACC,0.017,1.934,0.9%,16,0,0,29.1%,59.9%,3.00
2022,4683161,Dante Reynolds,WR,Boston College,ACC,0.014,1.934,0.7%,18,0,0,29.1%,59.9%,1.00
2022,4683165,Jaden Nixon,RB,Oklahoma State,Big 12,0.080,2.443,3.3%,7,0,0,24.6%,54.7%,3.00
2022,4683174,Drew Biber,TE,Purdue,Big Ten,0.013,2.149,0.6%,22,0,0,27.1%,47.6%,2.00
2022,4683182,Nate Yarnell,QB,Pittsburgh,ACC,0.127,2.123,6.0%,5,0,0,20.4%,56.6%,2.00
2022,4683202,Chase Jackson,WR,TCU,Big 12,0.014,1.825,0.8%,19,0,0,29.6%,54.1%,1.00
2022,4683206,Orion Peters,WR,Washington State,Pac-12,0.022,1.707,1.3%,12,0,0,40.7%,61.1%,1.00
2022,4683219,Patrick Smith,RB,Vanderbilt,SEC,0.122,1.982,6.2%,5,0,0,20.3%,54.0%,3.00
2022,4683234,La'Vell Wright,RB,Kentucky,SEC,0.101,2.910,3.5%,7,0,0,22.9%,53.3%,2.00
2022,4683237,Keagan Johnson,WR,Iowa,Big Ten,0.033,2.432,1.4%,14,0,0,24.0%,58.9%,3.00
2022,4683291,Joey Labas,QB,Iowa,Big Ten,0.583,2.432,24.0%,1,1,1,24.0%,58.9%,1.00
2022,4683314,Xavier Coleman,RB,Boston College,ACC,0.069,1.934,3.6%,7,0,0,29.1%,59.9%,3.00
2022,4683423,Riley Leonard,QB,Duke,ACC,0.589,1.786,33.0%,1,1,1,33.0%,52.3%,3.00
2022,4683501,Emmett Morehead,QB,Boston College,ACC,0.388,1.934,20.1%,2,0,1,29.1%,59.9%,3.00
2022,4683515,Leo Blackburn,WR,Georgia Tech,ACC,0.044,2.498,1.8%,12,0,0,23.3%,56.0%,1.00
2022,4683530,Chance Black,RB,Virginia Tech,ACC,0.077,1.923,4.0%,7,0,0,29.7%,52.5%,2.00
2022,4683536,JJ Henry,WR,Ole Miss,SEC,0.030,1.664,1.8%,15,0,0,29.1%,57.2%,2.00
2022,4683543,RJ Garcia II,WR,Kansas State,Big 12,0.022,1.906,1.2%,12,0,0,25.1%,67.4%,3.00
2022,4683567,Will Towns,RB,Wake Forest,ACC,0.041,1.805,2.3%,13,0,0,32.3%,52.7%,1.00
2022,4683667,Trenten Howland,RB,Indiana,Big Ten,0.031,2.467,1.3%,16,0,0,24.6%,50.6%,3.00
2022,4683719,Jaden Bray,WR,Oklahoma State,Big 12,0.061,2.443,2.5%,13,0,0,24.6%,54.7%,3.00
2022,4683818,Deshun Murrell,RB,UCLA,Pac-12,0.085,1.876,4.5%,7,0,0,28.3%,52.1%,1.00
2022,4684173,O'Mega Blake,WR,South Carolina,SEC,0.015,1.764,0.9%,17,0,0,31.1%,52.4%,3.00
2022,4684421,Simeon Price,RB,Mississippi State,SEC,0.056,1.954,2.9%,9,0,0,35.7%,55.4%,2.00
2022,4684525,Eli Sanders,RB,Iowa State,Big 12,0.079,1.812,4.4%,8,0,0,34.2%,52.4%,3.00
2022,4684528,Cedric Seabrough,TE,NC State,ACC,0.030,2.919,1.0%,22,0,0,21.3%,51.2%,1.00
2022,4684529,Fredrick Seabrough,TE,NC State,ACC,0.012,2.919,0.4%,24,0,0,21.3%,51.2%,1.00
2022,4684625,Montrell Johnson,RB,Florida,SEC,0.204,2.525,8.1%,3,0,1,25.2%,55.0%,2.00
2022,4684902,Ryan King,WR,Georgia Tech,ACC,0.029,2.498,1.2%,17,0,0,23.3%,56.0%,2.00
2022,4684953,Sackett Wood Jr.,TE,Virginia,ACC,0.062,2.001,3.1%,12,0,0,33.2%,49.0%,2.00
2022,4685035,Zach Evans,RB,Ole Miss,SEC,0.172,1.664,10.3%,3,0,1,29.1%,57.2%,3.00
2022,4685091,Jack Miller III,QB,Florida,SEC,0.636,2.525,25.2%,1,1,1,25.2%,55.0%,2.00
2022,4685110,Anthony Smith,WR,NC State,ACC,0.037,2.919,1.3%,17,0,0,21.3%,51.2%,3.00
2022,4685123,Tank Smith,RB,Penn State,Big Ten,0.057,1.730,3.3%,8,0,0,26.5%,49.7%,3.00
2022,4685144,Moose Muhammad III,WR,Texas A&M,SEC,0.106,2.772,3.8%,7,0,0,19.6%,51.5%,3.00
2022,4685157,Blake Smith,TE,Texas A&M,SEC,0.034,2.772,1.2%,17,0,0,19.6%,51.5%,2.00
2022,4685183,John Paul Richardson,WR,Oklahoma State,Big 12,0.080,2.443,3.3%,7,0,0,24.6%,54.7%,3.00
2022,4685184,Donald Chaney Jr.,RB,Miami,ACC,0.031,2.094,1.5%,18,0,0,20.7%,43.1%,3.00
2022,4685186,Tyler Van Dyke,QB,Miami,ACC,0.433,2.094,20.7%,1,1,1,20.7%,43.1%,3.00
2022,4685188,Michael Redding III,WR,Miami,ACC,0.042,2.094,2.0%,16,0,0,20.7%,43.1%,2.00
2022,4685201,Tanner McKee,QB,Stanford,Pac-12,0.608,1.902,32.0%,1,1,1,32.0%,61.3%,2.00
2022,4685203,Caleb Robinson,RB,Stanford,Pac-12,0.077,1.902,4.0%,6,0,0,32.0%,61.3%,1.00
2022,4685237,Michael Allen,RB,NC State,ACC,0.156,2.919,5.3%,6,0,0,21.3%,51.2%,2.00
2022,4685246,Kaytron Allen,RB,Penn State,Big Ten,0.211,1.730,12.2%,2,0,1,26.5%,49.7%,2.00
2022,4685247,Braelon Allen,RB,Wisconsin,Big Ten,0.315,1.760,17.9%,2,0,1,24.9%,56.3%,3.00
2022,4685252,Henry Belin IV,QB,Duke,ACC,0.176,1.786,9.9%,2,0,1,33.0%,52.3%,2.00
2022,4685261,Germie Bernard,WR,Michigan State,Big Ten,0.030,1.705,1.8%,15,0,0,33.3%,53.1%,2.00
2022,4685268,Raleek Brown,RB,USC,Pac-12,0.058,1.765,3.3%,8,0,0,35.1%,59.0%,2.00
2022,4685269,Jovantae Barnes,RB,Oklahoma,Big 12,0.147,1.788,8.2%,4,0,0,25.9%,49.4%,2.00
2022,4685278,Luther Burden III,WR,Missouri,SEC,0.092,1.797,5.1%,4,0,0,32.2%,52.7%,2.00
2022,4685279,Jaydon Blue,RB,Texas,Big 12,0.070,2.057,3.4%,9,0,0,22.3%,55.7%,2.00
2022,4685283,Kaleb Brown,WR,Ohio State,Big Ten,0.016,1.958,0.8%,19,0,0,25.3%,45.3%,2.00
2022,4685285,Ramon Brown,RB,Maryland,Big Ten,0.065,1.644,4.0%,6,0,0,34.4%,58.7%,2.00
2022,4685289,Keyan Burnett,TE,Arizona,Pac-12,0.045,1.522,3.0%,9,0,0,39.2%,60.1%,2.00
2022,4685291,Jacurri Brown,QB,Miami,ACC,0.210,2.094,10.0%,4,0,0,20.7%,43.1%,2.00
2022,4685297,Darrius Clemons,WR,Michigan,Big Ten,0.014,2.041,0.7%,28,0,0,19.6%,45.4%,2.00
2022,4685334,A.J. Duffy,QB,Florida State,ACC,0.049,1.873,2.6%,11,0,0,25.7%,43.7%,2.00
2022,4685350,Trevor Etienne,RB,Florida,SEC,0.148,2.525,5.9%,4,0,0,25.2%,55.0%,2.00
2022,4685354,Jamie Felix,RB,Georgia Tech,ACC,0.118,2.498,4.7%,7,0,0,23.3%,56.0%,1.00
2022,4685356,Greg Gaines III,WR,Iowa State,Big 12,0.022,1.812,1.2%,15,0,0,34.2%,52.4%,2.00
2022,4685364,Andre Greene Jr.,WR,North Carolina,ACC,0.043,1.815,2.4%,12,0,0,37.5%,57.2%,2.00
2022,4685374,Rodney Hill,RB,Florida State,ACC,0.098,1.873,5.2%,6,0,0,25.7%,43.7%,2.00
2022,4685381,Emmanuel Henderson Jr.,WR,Alabama,SEC,0.013,1.890,0.7%,23,0,0,27.6%,48.8%,1.00
2022,4685382,Omarion Hampton,RB,North Carolina,ACC,0.109,1.815,6.0%,5,0,0,37.5%,57.2%,2.00
2022,4685383,Isaiah Horton,WR,Miami,ACC,0.016,2.094,0.8%,23,0,0,20.7%,43.1%,2.00
2022,4685385,Anthony Hankerson,RB,Colorado,Pac-12,0.149,2.937,5.1%,6,0,0,20.3%,48.5%,2.00
2022,4685391,Walker Howard,QB,LSU,SEC,0.076,1.924,4.0%,10,0,0,29.6%,46.5%,2.00
2022,4685397,Jordan James,RB,Oregon,Pac-12,0.070,1.556,4.5%,7,0,0,33.9%,51.8%,2.00
2022,4685401,Josh Hoover,QB,TCU,Big 12,0.014,1.825,0.8%,19,0,0,29.6%,54.1%,2.00
2022,4685404,Sam Horn,QB,Missouri,SEC,0.044,1.797,2.4%,12,0,0,32.2%,52.7%,2.00
2022,4685409,Jordan Hudson,WR,TCU,Big 12,0.035,1.825,1.9%,14,0,0,29.6%,54.1%,1.00
2022,4685413,Cade Klubnik,QB,Clemson,ACC,0.194,1.824,10.6%,3,0,1,30.2%,54.2%,2.00
2022,4685414,Jake Johnson,TE,Texas A&M,SEC,0.015,2.772,0.5%,21,0,0,19.6%,51.5%,2.00
2022,4685416,Shaleak Knotts,WR,Maryland,Big Ten,0.024,1.644,1.5%,16,0,0,34.4%,58.7%,2.00
2022,4685418,Tavorus Jones,RB,Missouri,SEC,0.041,1.797,2.3%,13,0,0,32.2%,52.7%,1.00
2022,4685424,Dane Key,WR,Kentucky,SEC,0.055,2.910,1.9%,11,0,0,22.9%,53.3%,2.00
2022,4685441,Kendrick Law,WR,Alabama,SEC,0.047,1.890,2.5%,12,0,0,27.6%,48.8%,2.00
2022,4685445,Rayshon Luke,RB,Arizona,Pac-12,0.035,1.522,2.3%,11,0,0,39.2%,60.1%,2.00
2022,4685459,Nicco Marchiol,QB,West Virginia,Big 12,0.123,1.861,6.6%,5,0,0,25.0%,45.3%,2.00
2022,4685464,Tyler Morris,WR,Michigan,Big Ten,0.024,2.041,1.2%,20,0,0,19.6%,45.4%,2.00
2022,4685470,Le'Veon Moss,RB,Texas A&M,SEC,0.076,2.772,2.7%,9,0,0,19.6%,51.5%,2.00
2022,4685472,Tetairoa Mcmillan,WR,Arizona,Pac-12,0.057,1.522,3.7%,8,0,0,39.2%,60.1%,2.00
2022,4685477,Jamarion Miller,RB,Alabama,SEC,0.100,1.890,5.3%,5,0,0,27.6%,48.8%,2.00
2022,4685488,MJ Morris,QB,NC State,ACC,0.364,2.919,12.5%,3,0,1,21.3%,51.2%,2.00
2022,4685489,Jadyn Ott,RB,California,Pac-12,0.277,1.752,15.8%,2,0,1,36.3%,59.1%,2.00
2022,4685494,George Pettaway,RB,North Carolina,ACC,0.058,1.815,3.2%,7,0,0,37.5%,57.2%,2.00
2022,4685495,Alex Orji,QB,Michigan,Big Ten,0.033,2.041,1.6%,16,0,0,19.6%,45.4%,2.00
2022,4685504,Sam Roush,TE,Stanford,Pac-12,0.015,1.902,0.8%,19,0,0,32.0%,61.3%,2.00
2022,4685510,Kaden Saunders,WR,Penn State,Big Ten,0.026,1.730,1.5%,18,0,0,26.5%,49.7%,2.00
2022,4685517,Talyn Shettron,WR,Oklahoma State,Big 12,0.023,2.443,0.9%,17,0,0,24.6%,54.7%,2.00
2022,4685521,Garret Rangel,QB,Oklahoma State,Big 12,0.481,2.443,19.7%,2,0,1,24.6%,54.7%,2.00
2022,4685522,Ty Simpson,QB,Alabama,SEC,0.022,1.890,1.2%,18,0,0,27.6%,48.8%,2.00
2022,4685526,Adam Randall,RB,Clemson,ACC,0.029,1.824,1.6%,18,0,0,30.2%,54.2%,2.00
2022,4685535,C.J. Stokes,RB,Michigan,Big Ten,0.082,2.041,4.0%,6,0,0,19.6%,45.4%,2.00
2022,4685540,Carsen Ryan,TE,UCLA,Pac-12,0.030,1.876,1.6%,16,0,0,28.3%,52.1%,2.00
2022,4685545,Gavin Sawchuk,RB,Oklahoma,Big 12,0.110,1.788,6.2%,6,0,0,25.9%,49.4%,2.00
2022,4685553,Brenen Thompson,WR,Texas,Big 12,0.012,2.057,0.6%,19,0,0,22.3%,55.7%,2.00
2022,4685555,Nicholas Singleton,RB,Penn State,Big Ten,0.191,1.730,11.0%,3,0,1,26.5%,49.7%,2.00
2022,4685560,Jaleel Skinner,TE,Miami,ACC,0.026,2.094,1.2%,19,0,0,20.7%,43.1%,2.00
2022,4685565,Evan Stewart,WR,Texas A&M,SEC,0.122,2.772,4.4%,6,0,0,19.6%,51.5%,2.00
2022,4685574,Conner Weigman,QB,Texas A&M,SEC,0.476,2.772,17.2%,2,0,1,19.6%,51.5%,2.00
2022,4685579,Tevin White,RB,Arizona State,Pac-12,0.053,2.057,2.6%,10,0,0,25.8%,66.7%,2.00
2022,4685601,Armani Winfield,WR,Baylor,Big 12,0.014,1.884,0.7%,21,0,0,25.5%,46.7%,2.00
2022,4685639,Harper Cole,WR,Arkansas,SEC,0.012,1.725,0.7%,19,0,0,31.6%,55.9%,1.00
2022,4685691,Brady Allen,QB,Purdue,Big Ten,0.026,2.149,1.2%,16,0,0,27.1%,47.6%,2.00
2022,4685698,Destin Wade,QB,Kentucky,SEC,0.667,2.910,22.9%,1,1,1,22.9%,53.3%,1.00
2022,4685699,Damari Alston,RB,Auburn,SEC,0.028,1.695,1.7%,13,0,0,29.6%,60.2%,2.00
2022,4685701,James Jointer,RB,Arkansas,SEC,0.043,1.725,2.5%,9,0,0,31.6%,55.9%,1.00
2022,4685702,Quinshon Judkins,RB,Ole Miss,SEC,0.294,1.664,17.7%,2,0,1,29.1%,57.2%,2.00
2022,4685720,Bryce Young,QB,Alabama,SEC,0.521,1.890,27.6%,1,1,1,27.6%,48.8%,2.00
2022,4685723,Roydell Williams,RB,Alabama,SEC,0.077,1.890,4.1%,6,0,0,27.6%,48.8%,3.00
2022,4685740,Max Johnson,QB,Texas A&M,SEC,0.408,2.772,14.7%,3,0,1,19.6%,51.5%,3.00
2022,4685753,Nick Demas,RB,LSU,SEC,0.023,1.924,1.2%,19,0,0,29.6%,46.5%,1.00
2022,4685769,Justin Robinson,WR,Mississippi State,SEC,0.051,1.954,2.6%,10,0,0,35.7%,55.4%,3.00
2022,4685975,Chance Lovertich,QB,Mississippi State,SEC,0.108,1.954,5.5%,4,0,0,35.7%,55.4%,2.00
2022,4686065,Devin Mockobee,RB,Purdue,Big Ten,0.243,2.149,11.3%,2,0,1,27.1%,47.6%,2.00
2022,4686093,E.J. Williams,WR,Clemson,ACC,0.036,1.824,2.0%,14,0,0,30.2%,54.2%,3.00
2022,4686095,Kobe Pace,RB,Clemson,ACC,0.067,1.824,3.7%,6,0,0,30.2%,54.2%,3.00
2022,4686104,Johnny Wilson,WR,Florida State,ACC,0.094,1.873,5.0%,7,0,0,25.7%,43.7%,3.00
2022,4686107,Chad Johnson Jr.,WR,Arizona State,Pac-12,0.013,2.057,0.6%,16,0,0,25.8%,66.7%,1.00
2022,4686223,Malachi Thomas,RB,Virginia Tech,ACC,0.280,1.923,14.6%,2,0,1,29.7%,52.5%,3.00
2022,4686248,Nate Boerkircher,TE,Nebraska,Big Ten,0.024,1.904,1.3%,17,0,0,26.2%,52.6%,3.00
2022,4686328,Malik Bowen-Sims,WR,Duke,ACC,0.014,1.786,0.8%,18,0,0,33.0%,52.3%,3.00
2022,4686343,Braden Smith,WR,Louisville,ACC,0.046,1.900,2.4%,9,0,0,25.6%,49.5%,3.00
2022,4686357,Gamarion Carter,WR,Vanderbilt,SEC,0.036,1.982,1.8%,10,0,0,20.3%,54.0%,2.00
2022,4686373,Jordan Brown,WR,Texas Tech,Big 12,0.027,2.048,1.3%,14,0,0,21.3%,52.8%,2.00
2022,4686374,Steven McBride,WR,Kansas,Big 12,0.027,1.936,1.4%,14,0,0,27.0%,52.5%,2.00
2022,4686382,Jared Casey,TE,Kansas,Big 12,0.027,1.936,1.4%,14,0,0,27.0%,52.5%,3.00
2022,4686422,Xavier Hutchinson,WR,Iowa State,Big 12,0.152,1.812,8.4%,4,0,0,34.2%,52.4%,2.00
2022,4686446,DeShawn Hanika,TE,Iowa State,Big 12,0.029,1.812,1.6%,13,0,0,34.2%,52.4%,1.00
2022,4686472,Marvin Mims,WR,Oklahoma,Big 12,0.079,1.788,4.4%,7,0,0,25.9%,49.4%,2.00
2022,4686569,Shield Taylor,TE,Stanford,Pac-12,0.018,1.902,0.9%,17,0,0,32.0%,61.3%,1.00
2022,4686728,Gunnar Helm,TE,Texas,Big 12,0.019,2.057,0.9%,16,0,0,22.3%,55.7%,2.00
2022,4686771,Caleb Fauria,TE,Colorado,Pac-12,0.020,2.937,0.7%,23,0,0,20.3%,48.5%,1.00
2022,4686775,Montana Lemonious-Craig,WR,Colorado,Pac-12,0.043,2.937,1.5%,15,0,0,20.3%,48.5%,3.00
2022,4686781,Brenden Rice,WR,USC,Pac-12,0.050,1.765,2.8%,9,0,0,35.1%,59.0%,3.00
2022,4686782,Jayle Stacks,RB,Colorado,Pac-12,0.073,2.937,2.5%,9,0,0,20.3%,48.5%,2.00
2022,4687093,Tsion Nunnally,WR,Washington State,Pac-12,0.022,1.707,1.3%,12,0,0,40.7%,61.1%,2.00
2022,4687189,Josh Meredith,WR,Washington State,Pac-12,0.016,1.707,0.9%,16,0,0,40.7%,61.1%,2.00
2022,4687475,Cam Porter,RB,Northwestern,Big Ten,0.104,2.287,4.5%,6,0,0,19.2%,51.9%,2.00
2022,4687555,Isaiah Garcia-Castaneda,WR,Nebraska,Big Ten,0.033,1.904,1.7%,14,0,0,26.2%,52.6%,2.00
2022,4687700,Malachi Holt-Bennett,WR,Indiana,Big Ten,0.043,2.467,1.7%,15,0,0,24.6%,50.6%,2.00
2022,4688367,Robert Ferrel,WR,Washington State,Pac-12,0.083,1.707,4.9%,6,0,0,40.7%,61.1%,1.00
2022,4688380,Cameron Ward,QB,Washington State,Pac-12,0.695,1.707,40.7%,1,1,1,40.7%,61.1%,2.00
2022,4688541,Kyion Grayes,WR,Ohio State,Big Ten,0.013,1.958,0.7%,22,0,0,25.3%,45.3%,1.00
2022,4688552,Keleki Latu,TE,California,Pac-12,0.041,1.752,2.3%,11,0,0,36.3%,59.1%,2.00
2022,4688813,Josh Downs,WR,North Carolina,ACC,0.141,1.815,7.8%,3,0,1,37.5%,57.2%,2.00
2022,4688817,Elijah Green,RB,North Carolina,ACC,0.217,1.815,12.0%,2,0,1,37.5%,57.2%,3.00
2022,4688818,D.J. Jones,RB,North Carolina,ACC,0.055,1.815,3.0%,8,0,0,37.5%,57.2%,2.00
2022,4688835,Roman Hemby,RB,Maryland,Big Ten,0.244,1.644,14.8%,2,0,1,34.4%,58.7%,3.00
2022,4689090,Brandon Frazier,TE,Auburn,SEC,0.017,1.695,1.0%,15,0,0,29.6%,60.2%,2.00
2022,4689114,Jaxson Dart,QB,Ole Miss,SEC,0.485,1.664,29.1%,1,1,1,29.1%,57.2%,3.00
2022,4689334,Malik Heath,WR,Ole Miss,SEC,0.074,1.664,4.4%,5,0,0,29.1%,57.2%,2.00
2022,4689336,Caleb Ducking,WR,Mississippi State,SEC,0.059,1.954,3.0%,7,0,0,35.7%,55.4%,2.00
2022,4689338,Dillon Johnson,RB,Mississippi State,SEC,0.195,1.954,10.0%,2,0,1,35.7%,55.4%,3.00
2022,4689340,J.J. Jernighan,RB,Mississippi State,SEC,0.043,1.954,2.2%,15,0,0,35.7%,55.4%,2.00
2022,4689548,Blake Bedwell,RB,Texas Tech,Big 12,0.012,2.048,0.6%,22,0,0,21.3%,52.8%,1.00
2022,4689721,Ty Robinson,WR,Colorado,Pac-12,0.013,2.937,0.4%,26,0,0,20.3%,48.5%,2.00
2022,4690070,Mitchell Tinsley,WR,Penn State,Big Ten,0.081,1.730,4.7%,6,0,0,26.5%,49.7%,1.00
2022,4690158,Noah Kim,QB,Michigan State,Big Ten,0.120,1.705,7.0%,3,0,1,33.3%,53.1%,2.00
2022,4690172,Zavier Miller,RB,Ole Miss,SEC,0.012,1.664,0.7%,17,0,0,29.1%,57.2%,1.00
2022,4690302,Isaiah Gash,RB,Michigan,Big Ten,0.046,2.041,2.3%,12,0,0,19.6%,45.4%,2.00
2022,4690811,Savion Red,RB,Texas,Big 12,0.026,2.057,1.3%,15,0,0,22.3%,55.7%,2.00
2022,4690923,Ben Sinnott,TE,Kansas State,Big 12,0.048,1.906,2.5%,9,0,0,25.1%,67.4%,3.00
2022,4690966,Isaiah Jones,WR,Syracuse,ACC,0.043,1.810,2.4%,9,0,0,33.9%,66.3%,2.00
2022,4690972,Ja'Quinden Jackson,RB,Utah,Pac-12,0.113,2.039,5.5%,6,0,0,24.4%,43.7%,3.00
2022,4690977,Donovan Smith,QB,Texas Tech,Big 12,0.298,2.048,14.6%,3,0,1,21.3%,52.8%,3.00
2022,4691003,Preston Fox,WR,West Virginia,Big 12,0.024,1.861,1.3%,16,0,0,25.0%,45.3%,2.00
2022,4691315,Umari Hatcher,WR,Syracuse,ACC,0.043,1.810,2.4%,9,0,0,33.9%,66.3%,2.00
2022,4691547,Preston Daniel,TE,Florida State,ACC,0.018,1.873,1.0%,21,0,0,25.7%,43.7%,3.00
2022,4691688,Robbie Ouzts,TE,Alabama,SEC,0.019,1.890,1.0%,19,0,0,27.6%,48.8%,3.00
2022,4691966,Maddox Kopp,QB,Colorado,Pac-12,0.596,2.937,20.3%,1,1,1,20.3%,48.5%,1.00
2022,4692530,Chandler Morris,QB,TCU,Big 12,0.192,1.825,10.5%,3,0,1,29.6%,54.1%,3.00
2022,4692538,Jalin Conyers,TE,Arizona State,Pac-12,0.072,2.057,3.5%,6,0,0,25.8%,66.7%,3.00
2022,4692540,Kibet Chepyator,TE,Missouri,SEC,0.048,1.797,2.7%,11,0,0,32.2%,52.7%,1.00
2022,4692541,Michael Cox,RB,Missouri,SEC,0.066,1.797,3.7%,7,0,0,32.2%,52.7%,2.00
2022,4692557,Dee Beckwith,WR,Kentucky,SEC,0.043,2.910,1.5%,12,0,0,22.9%,53.3%,2.00
2022,4692590,Jalin Hyatt,WR,Tennessee,SEC,0.104,1.921,5.4%,6,0,0,27.2%,45.5%,2.00
2022,4692591,Jack Jancek,WR,Tennessee,SEC,0.013,1.921,0.7%,21,0,0,27.2%,45.5%,1.00
2022,4692666,Earnest Crownover,RB,Texas A&M,SEC,0.050,2.772,1.8%,12,0,0,19.6%,51.5%,3.00
2022,4692679,Deondre Jackson,RB,Oklahoma State,Big 12,0.070,2.443,2.9%,11,0,0,24.6%,54.7%,2.00
2022,4692835,Jalen Brooks,WR,South Carolina,SEC,0.064,1.764,3.6%,8,0,0,31.1%,52.4%,2.00
2022,4692838,Zach Middleton,RB,Oklahoma State,Big 12,0.020,2.443,0.8%,19,0,0,24.6%,54.7%,2.00
2022,4692846,Cale Cabbiness,WR,Oklahoma State,Big 12,0.056,2.443,2.3%,14,0,0,24.6%,54.7%,3.00
2022,4693184,Andrew Sowinski,WR,Purdue,Big Ten,0.024,2.149,1.1%,18,0,0,27.1%,47.6%,3.00
2022,4693185,Ben Buechel,TE,Purdue,Big Ten,0.013,2.149,0.6%,22,0,0,27.1%,47.6%,1.00
2022,4693740,Kahleil Jackson,WR,Florida,SEC,0.024,2.525,1.0%,22,0,0,25.2%,55.0%,2.00
2022,4695223,Chase Curtis,TE,TCU,Big 12,0.014,1.825,0.8%,19,0,0,29.6%,54.1%,2.00
2022,4695287,Jonathan Bennett,RB,Alabama,SEC,0.033,1.890,1.7%,15,0,0,27.6%,48.8%,1.00
2022,4695580,Malcolm Johnson Jr.,WR,Auburn,SEC,0.029,1.695,1.7%,12,0,0,29.6%,60.2%,3.00
2022,4695600,Bryson Barnes,QB,Utah,Pac-12,0.190,2.039,9.3%,3,0,1,24.4%,43.7%,3.00
2022,4695709,Devin Brown,QB,Ohio State,Big Ten,0.013,1.958,0.7%,22,0,0,25.3%,45.3%,2.00
2022,4696062,Antwane Wells Jr.,WR,South Carolina,SEC,0.113,1.764,6.4%,4,0,0,31.1%,52.4%,2.00
2022,4696315,Will Taylor,WR,Clemson,ACC,0.026,1.824,1.4%,19,0,0,30.2%,54.2%,2.00
2022,4696686,Deuce Spann,WR,Florida State,ACC,0.037,1.873,2.0%,16,0,0,25.7%,43.7%,3.00
2022,4696690,Reggie Love III,RB,Illinois,Big Ten,0.081,1.659,4.9%,5,0,0,25.7%,60.4%,3.00
2022,4696700,Tip Reiman,TE,Illinois,Big Ten,0.044,1.659,2.7%,11,0,0,25.7%,60.4%,3.00
2022,4697122,Gaston Moore,QB,Tennessee,SEC,0.023,1.921,1.2%,19,0,0,27.2%,45.5%,3.00
2022,4697512,Robby Ashford,QB,Auburn,SEC,0.502,1.695,29.6%,1,1,1,29.6%,60.2%,2.00
2022,4697623,Jayden de Laura,QB,Arizona,Pac-12,0.596,1.522,39.2%,1,1,1,39.2%,60.1%,2.00
2022,4697630,Cooper Mathers,TE,Washington State,Pac-12,0.014,1.707,0.8%,17,0,0,40.7%,61.1%,2.00
2022,4697633,Dylan Paine,RB,Washington State,Pac-12,0.046,1.707,2.7%,10,0,0,40.7%,61.1%,2.00
2022,4697844,Rara Thomas,WR,Mississippi State,SEC,0.061,1.954,3.1%,6,0,0,35.7%,55.4%,3.00
2022,4698597,Barion Brown,WR,Kentucky,SEC,0.093,2.910,3.2%,9,0,0,22.9%,53.3%,2.00
2022,4698727,Dallan Hayden,RB,Ohio State,Big Ten,0.167,1.958,8.5%,4,0,0,25.3%,45.3%,2.00
2022,4699048,Drew Hocutt,WR,Texas Tech,Big 12,0.016,2.048,0.8%,19,0,0,21.3%,52.8%,1.00
2022,4699354,Harrison Wallace III,WR,Penn State,Big Ten,0.040,1.730,2.3%,13,0,0,26.5%,49.7%,2.00
2022,4699523,Eddie Battle,RB,Florida,SEC,0.041,2.525,1.6%,15,0,0,25.2%,55.0%,2.00
2022,4699678,Khalil Dinkins,TE,Penn State,Big Ten,0.017,1.730,1.0%,21,0,0,26.5%,49.7%,2.00
2022,4699866,Nic Anderson,WR,Oklahoma,Big 12,0.012,1.788,0.7%,18,0,0,25.9%,49.4%,2.00
2022,4700137,Tanaka Scott,WR,Kansas,Big 12,0.019,1.936,1.0%,18,0,0,27.0%,52.5%,2.00
2022,4700147,Joseph Griffin Jr.,WR,Boston College,ACC,0.051,1.934,2.6%,9,0,0,29.1%,59.9%,2.00
2022,4700149,Rashad Rochelle,WR,Rutgers,Big Ten,0.080,1.758,4.6%,7,0,0,20.8%,52.3%,1.00
2022,4700456,Jaden Williams,WR,Boston College,ACC,0.038,1.934,2.0%,11,0,0,29.1%,59.9%,3.00
2022,4701588,Michael Harrison,TE,Colorado,Pac-12,0.028,2.937,1.0%,19,0,0,20.3%,48.5%,2.00
2022,4701593,Marquez Dortch,WR,Mississippi State,SEC,0.015,1.954,0.8%,22,0,0,35.7%,55.4%,1.00
