Season,Player_ID,Player_Name,Position,Team,Conference,Usage_Overall,Team_Total_Usage,Player_Usage_Share,Rank_Within_Team,Top_Player_Flag,Top_3_Flag,Top_Player_Share,Top_3_Share,Distinct_Season_Count
2021,4431453,Deuce Vaughn,RB,Kansas State,Big 12,0.362,2.012,18.0%,2,0,1,23.7%,57.6%,2.00
2021,4431459,Tyler Warren,TE,Penn State,Big Ten,0.020,1.937,1.0%,16,0,0,29.3%,51.9%,3.00
2021,4431465,Behren Morton,QB,Texas Tech,Big 12,0.088,2.395,3.7%,8,0,0,18.6%,48.7%,3.00
2021,4431466,Jordan Watkins,WR,Louisville,ACC,0.057,1.778,3.2%,11,0,0,32.8%,51.8%,3.00
2021,4431468,Jordan Mosley,WR,Northwestern,Big Ten,0.018,2.254,0.8%,22,0,0,18.8%,50.2%,3.00
2021,4431485,Leshon Williams,RB,Iowa,Big Ten,0.098,1.734,5.7%,5,0,0,24.5%,58.8%,3.00
2021,4431487,Savion Williams,WR,TCU,Big 12,0.042,2.366,1.8%,13,0,0,22.1%,50.9%,3.00
2021,4431492,Roman Wilson,WR,Michigan,Big Ten,0.045,1.737,2.6%,11,0,0,21.6%,51.1%,3.00
2021,4431498,Jayden Ballard,WR,Ohio State,Big Ten,0.016,2.154,0.7%,22,0,0,25.7%,42.9%,3.00
2021,4431506,Ja'Corey Brooks,WR,Alabama,SEC,0.057,2.023,2.8%,9,0,0,27.6%,49.8%,3.00
2021,4431509,Kaden Prather,WR,West Virginia,Big 12,0.033,1.494,2.2%,11,0,0,35.4%,63.5%,3.00
2021,4431514,Daejon Reynolds,WR,Florida,SEC,0.014,1.753,0.8%,17,0,0,30.2%,51.3%,3.00
2021,4431536,Donovan Edwards,RB,Michigan,Big Ten,0.081,1.737,4.7%,5,0,0,21.6%,51.1%,3.00
2021,4431545,Will Shipley,RB,Clemson,ACC,0.260,2.213,11.7%,2,0,1,23.6%,42.8%,3.00
2021,4431557,Teddy Knox,WR,Mississippi State,SEC,0.016,1.925,0.8%,17,0,0,38.6%,56.7%,1.00
2021,4431562,Phil Mafah,RB,Clemson,ACC,0.116,2.213,5.2%,4,0,0,23.6%,42.8%,3.00
2021,4431606,Ahmonte Watkins,RB,TCU,Big 12,0.118,2.366,5.0%,6,0,0,22.1%,50.9%,1.00
2021,4431611,Caleb Williams,QB,Oklahoma,Big 12,0.433,2.213,19.6%,2,0,1,20.5%,50.8%,3.00
2021,4431618,Mario Williams,WR,Oklahoma,Big 12,0.070,2.213,3.2%,9,0,0,20.5%,50.8%,3.00
2021,4431633,Will Crowder,QB,West Virginia,Big 12,0.011,1.494,0.7%,14,0,0,35.4%,63.5%,2.00
2021,4431639,BJ Harris,RB,Missouri,SEC,0.071,2.039,3.5%,6,0,0,25.6%,55.9%,2.00
2021,4431647,Chauncey Magwood,WR,Kentucky,SEC,0.020,1.563,1.3%,15,0,0,33.9%,57.2%,3.00
2021,4431870,Casey Filkins,RB,Stanford,Pac-12,0.038,2.205,1.7%,14,0,0,28.4%,47.8%,3.00
2021,4431948,TJ Finley,QB,Auburn,SEC,0.241,1.982,12.2%,3,0,1,27.3%,53.6%,2.00
2021,4432211,Tristan Golightly,WR,Kansas,Big 12,0.049,2.121,2.3%,13,0,0,20.4%,50.2%,1.00
2021,4432215,Stephen Gosnell,WR,North Carolina,ACC,0.017,2.081,0.8%,19,0,0,30.5%,48.7%,3.00
2021,4432267,Joey Hobert,WR,Washington State,Pac-12,0.014,1.942,0.7%,13,0,0,26.8%,61.4%,1.00
2021,4432288,Jordon Ingram,RB,Auburn,SEC,0.034,1.982,1.7%,15,0,0,27.3%,53.6%,1.00
2021,4432297,Isaiah Jacobs,RB,Maryland,Big Ten,0.101,1.831,5.5%,5,0,0,31.8%,47.1%,1.00
2021,4432326,Trevor Kardell,TE,Kansas,Big 12,0.027,2.121,1.3%,17,0,0,20.4%,50.2%,3.00
2021,4432338,Luke Lachey,TE,Iowa,Big Ten,0.028,1.734,1.6%,13,0,0,24.5%,58.8%,3.00
2021,4432372,Mason Mangum,WR,California,Pac-12,0.015,2.197,0.7%,20,0,0,31.0%,66.1%,2.00
2021,4432374,Ahmani Marshall,RB,Wake Forest,ACC,0.051,1.730,2.9%,10,0,0,33.4%,49.7%,1.00
2021,4432453,Isaiah Newell,RB,Oregon State,Pac-12,0.048,1.676,2.9%,9,0,0,26.0%,53.4%,3.00
2021,4432545,Jabari Small,RB,Tennessee,SEC,0.188,2.079,9.0%,2,0,1,23.7%,41.4%,3.00
2021,4432555,J.J. Sparkman,WR,Texas Tech,Big 12,0.034,2.395,1.4%,17,0,0,18.6%,48.7%,3.00
2021,4432565,Silas Starr,WR,Stanford,Pac-12,0.023,2.205,1.0%,17,0,0,28.4%,47.8%,2.00
2021,4432577,C.J. Stroud,QB,Ohio State,Big Ten,0.553,2.154,25.7%,1,1,1,25.7%,42.9%,2.00
2021,4432612,Christian Veilleux,QB,Penn State,Big Ten,0.259,1.937,13.4%,2,0,1,29.3%,51.9%,3.00
2021,4432620,Parker Washington,WR,Penn State,Big Ten,0.084,1.937,4.3%,8,0,0,29.3%,51.9%,2.00
2021,4432637,Miyan Williams,RB,Ohio State,Big Ten,0.115,2.154,5.3%,8,0,0,25.7%,42.9%,3.00
2021,4432663,Dylan Betts-Pauley,RB,Vanderbilt,SEC,0.043,2.047,2.1%,12,0,0,21.6%,52.3%,1.00
2021,4432665,Brock Bowers,TE,Georgia,SEC,0.089,2.060,4.3%,8,0,0,18.7%,41.6%,3.00
2021,4432694,JoJo Earle,WR,Alabama,SEC,0.037,2.023,1.8%,15,0,0,27.6%,49.8%,3.00
2021,4432702,Thad Franklin,RB,Miami,ACC,0.100,2.788,3.6%,7,0,0,26.4%,55.1%,2.00
2021,4432703,Jake Garcia,QB,Miami,ACC,0.214,2.788,7.7%,4,0,0,26.4%,55.1%,2.00
2021,4432705,Bryson Green,WR,Oklahoma State,Big 12,0.052,2.221,2.3%,12,0,0,24.4%,53.8%,3.00
2021,4432708,Marvin Harrison Jr.,WR,Ohio State,Big Ten,0.043,2.154,2.0%,13,0,0,25.7%,42.9%,3.00
2021,4432710,TreVeyon Henderson,RB,Ohio State,Big Ten,0.230,2.154,10.7%,2,0,1,25.7%,42.9%,3.00
2021,4432718,LJ Johnson Jr.,RB,Texas A&M,SEC,0.080,1.989,4.0%,6,0,0,23.0%,50.5%,2.00
2021,4432731,Moliki Matavao,TE,Oregon,Pac-12,0.020,1.862,1.1%,17,0,0,30.7%,59.1%,3.00
2021,4432732,Walker Merrill,WR,Tennessee,SEC,0.032,2.079,1.5%,19,0,0,23.7%,41.4%,2.00
2021,4432734,Jalen Milroe,QB,Alabama,SEC,0.104,2.023,5.1%,5,0,0,27.6%,49.8%,3.00
2021,4432757,Evan Pryor,RB,Ohio State,Big Ten,0.087,2.154,4.0%,10,0,0,25.7%,42.9%,2.00
2021,4432772,Jermaine Terry II,TE,California,Pac-12,0.014,2.197,0.6%,21,0,0,31.0%,66.1%,3.00
2021,4432773,Brian Thomas Jr.,WR,LSU,SEC,0.049,1.955,2.5%,11,0,0,26.7%,51.2%,3.00
2021,4432774,Ty Thompson,TE,Oregon,Pac-12,0.087,1.862,4.7%,5,0,0,30.7%,59.1%,3.00
2021,4432782,Brock Vandagriff,QB,Georgia,SEC,0.014,2.060,0.7%,25,0,0,18.7%,41.6%,3.00
2021,4432797,Sean Jackson,RB,Auburn,SEC,0.100,1.982,5.0%,5,0,0,27.3%,53.6%,2.00
2021,4433827,Rocko Griffin,RB,Vanderbilt,SEC,0.243,2.047,11.9%,3,0,1,21.6%,52.3%,2.00
2021,4433829,Mitch Griffis,QB,Wake Forest,ACC,0.029,1.730,1.7%,15,0,0,33.4%,49.7%,3.00
2021,4433830,Luke Grimm,WR,Kansas,Big 12,0.068,2.121,3.2%,11,0,0,20.4%,50.2%,3.00
2021,4433844,Alex Lines,TE,Arizona,Pac-12,0.030,2.116,1.4%,14,0,0,21.2%,57.3%,2.00
2021,4433855,Terry Lockett,WR,Michigan State,Big Ten,0.037,1.697,2.2%,12,0,0,31.3%,64.6%,1.00
2021,4433880,Jontavis Robertson,WR,Duke,ACC,0.038,1.765,2.2%,10,0,0,26.6%,57.6%,3.00
2021,4433886,Tate Rodemaker,QB,Florida State,ACC,0.030,1.869,1.6%,15,0,0,26.9%,59.3%,3.00
2021,4433909,Matt Sykes,WR,UCLA,Pac-12,0.015,1.676,0.9%,15,0,0,31.3%,58.2%,2.00
2021,4433921,Kole Taylor,TE,LSU,SEC,0.030,1.955,1.5%,16,0,0,26.7%,51.2%,3.00
2021,4433932,Mike Wright,QB,Vanderbilt,SEC,0.384,2.047,18.8%,2,0,1,21.6%,52.3%,3.00
2021,4433940,Abdur-Rahmaan Yaseen,WR,Purdue,Big Ten,0.036,2.176,1.7%,17,0,0,23.7%,46.8%,3.00
2021,4433945,Elijah Young,RB,Missouri,SEC,0.087,2.039,4.3%,5,0,0,25.6%,55.9%,2.00
2021,4433951,Jaquez Yant,RB,Nebraska,Big Ten,0.134,1.983,6.8%,5,0,0,27.9%,45.6%,2.00
2021,4433965,Brandon Campbell,RB,USC,Pac-12,0.024,2.071,1.2%,16,0,0,22.8%,56.1%,2.00
2021,4433968,Byron Cardwell,RB,Oregon,Pac-12,0.089,1.862,4.8%,4,0,0,30.7%,59.1%,2.00
2021,4433970,J.J. McCarthy,QB,Michigan,Big Ten,0.108,1.737,6.2%,4,0,0,21.6%,51.1%,3.00
2021,4433971,Kyle McCord,QB,Ohio State,Big Ten,0.131,2.154,6.1%,5,0,0,25.7%,42.9%,3.00
2021,4565172,Courtney Jackson,WR,Syracuse,ACC,0.071,1.837,3.9%,5,0,0,28.3%,67.8%,2.00
2021,4565177,Isaiah Brevard,WR,Oregon,Pac-12,0.014,1.862,0.8%,19,0,0,30.7%,59.1%,1.00
2021,4565184,Jerand Bradley,WR,Texas Tech,Big 12,0.024,2.395,1.0%,20,0,0,18.6%,48.7%,3.00
2021,4565185,Tai Felton,WR,Maryland,Big Ten,0.017,1.831,0.9%,19,0,0,31.8%,47.1%,3.00
2021,4565186,Shawn Hardy,WR,Nebraska,Big Ten,0.012,1.983,0.6%,25,0,0,27.9%,45.6%,1.00
2021,4565296,Cole Finney,TE,Duke,ACC,0.015,1.765,0.8%,20,0,0,26.6%,57.6%,2.00
2021,4565315,Blake Shapen,QB,Baylor,Big 12,0.300,1.715,17.5%,2,0,1,25.5%,60.1%,3.00
2021,4565358,Hunter Dekkers,QB,Iowa State,Big 12,0.144,1.777,8.1%,3,0,1,31.9%,61.0%,2.00
2021,4565770,Damien Moore,RB,California,Pac-12,0.158,2.197,7.2%,3,0,1,31.0%,66.1%,2.00
2021,4565859,Joe Royer,TE,Ohio State,Big Ten,0.029,2.154,1.3%,16,0,0,25.7%,42.9%,3.00
2021,4566153,Blaine Green,WR,Oklahoma State,Big 12,0.033,2.221,1.5%,16,0,0,24.4%,53.8%,2.00
2021,4566195,Marshall Lang,TE,Northwestern,Big Ten,0.030,2.254,1.3%,15,0,0,18.8%,50.2%,3.00
2021,4566196,Will Rogers,QB,Mississippi State,SEC,0.744,1.925,38.6%,1,1,1,38.6%,56.7%,3.00
2021,4566198,Lake McRee,TE,USC,Pac-12,0.036,2.071,1.7%,10,0,0,22.8%,56.1%,3.00
2021,4567031,Michael Kern,QB,Wake Forest,ACC,0.032,1.730,1.8%,14,0,0,33.4%,49.7%,3.00
2021,4567040,Cameron Hite,TE,Wake Forest,ACC,0.012,1.730,0.7%,20,0,0,33.4%,49.7%,3.00
2021,4567044,Taylor Morin,WR,Wake Forest,ACC,0.055,1.730,3.2%,9,0,0,33.4%,49.7%,3.00
2021,4567048,Kenneth Walker III,RB,Michigan State,Big Ten,0.346,1.697,20.4%,2,0,1,31.3%,64.6%,1.00
2021,4567058,Leo Kelly,QB,Wake Forest,ACC,0.068,1.730,3.9%,8,0,0,33.4%,49.7%,1.00
2021,4567095,Keilan Robinson,RB,Texas,Big 12,0.078,1.764,4.4%,8,0,0,22.1%,53.9%,3.00
2021,4567096,John Metchie,WR,Alabama,SEC,0.131,2.023,6.5%,4,0,0,27.6%,49.8%,1.00
2021,4567097,Taulia Tagovailoa,QB,Maryland,Big Ten,0.583,1.831,31.8%,1,1,1,31.8%,47.1%,3.00
2021,4567102,Paul Tyson,QB,Alabama,SEC,0.043,2.023,2.1%,12,0,0,27.6%,49.8%,2.00
2021,4567105,Jahleel Billingsley,TE,Alabama,SEC,0.040,2.023,2.0%,13,0,0,27.6%,49.8%,2.00
2021,4567149,KJ Jefferson,QB,Arkansas,SEC,0.488,1.578,30.9%,1,1,1,30.9%,48.0%,3.00
2021,4567151,Trey Knox,TE,Arkansas,SEC,0.047,1.578,3.0%,9,0,0,30.9%,48.0%,3.00
2021,4567156,Treylon Burks,WR,Arkansas,SEC,0.124,1.578,7.9%,4,0,0,30.9%,48.0%,1.00
2021,4567185,Hudson Henry,TE,Arkansas,SEC,0.023,1.578,1.5%,17,0,0,30.9%,48.0%,2.00
2021,4567216,D.J. Williams,RB,Florida State,ACC,0.037,1.869,2.0%,13,0,0,26.9%,59.3%,3.00
2021,4567217,Ja'Varrius Johnson,WR,Auburn,SEC,0.055,1.982,2.8%,11,0,0,27.3%,53.6%,3.00
2021,4567218,Bo Nix,QB,Auburn,SEC,0.541,1.982,27.3%,1,1,1,27.3%,53.6%,3.00
2021,4567234,Tyler Fromm,TE,Auburn,SEC,0.035,1.982,1.8%,13,0,0,27.3%,53.6%,3.00
2021,4567235,Luke Deal,TE,Auburn,SEC,0.031,1.982,1.6%,16,0,0,27.3%,53.6%,2.00
2021,4567240,Dontario Drummond,WR,Ole Miss,SEC,0.104,1.698,6.1%,6,0,0,30.5%,51.1%,1.00
2021,4567241,Kinkead Dent,QB,Ole Miss,SEC,0.029,1.698,1.7%,16,0,0,30.5%,51.1%,2.00
2021,4567244,Jadon Jackson,WR,Ole Miss,SEC,0.051,1.698,3.0%,10,0,0,30.5%,51.1%,3.00
2021,4567246,Snoop Conner,RB,Ole Miss,SEC,0.139,1.698,8.2%,4,0,0,30.5%,51.1%,1.00
2021,4567253,Darion Williamson,WR,Florida State,ACC,0.020,1.869,1.1%,17,0,0,26.9%,59.3%,3.00
2021,4567400,Nay'Quan Wright,RB,Florida,SEC,0.107,1.753,6.1%,6,0,0,30.2%,51.3%,2.00
2021,4567402,Keon Zipperer,TE,Florida,SEC,0.036,1.753,2.1%,15,0,0,30.2%,51.3%,2.00
2021,4567415,Trent Whittemore,WR,Florida,SEC,0.047,1.753,2.7%,12,0,0,30.2%,51.3%,3.00
2021,4567506,Tahj Washington,WR,USC,Pac-12,0.081,2.071,3.9%,8,0,0,22.8%,56.1%,3.00
2021,4567532,Devin Boddie Jr.,WR,Vanderbilt,SEC,0.054,2.047,2.6%,10,0,0,21.6%,52.3%,2.00
2021,4567543,Justin Ball,TE,Vanderbilt,SEC,0.011,2.047,0.5%,16,0,0,21.6%,52.3%,3.00
2021,4567747,Garrett Nussmeier,QB,LSU,SEC,0.209,1.955,10.7%,3,0,1,26.7%,51.2%,3.00
2021,4567748,Sam Huard,QB,Washington,Pac-12,0.162,2.016,8.0%,3,0,1,26.7%,46.1%,2.00
2021,4567750,Emeka Egbuka,WR,Ohio State,Big Ten,0.037,2.154,1.7%,14,0,0,25.7%,42.9%,3.00
2021,4567774,Agiye Hall,WR,Alabama,SEC,0.055,2.023,2.7%,10,0,0,27.6%,49.8%,2.00
2021,4567784,Jacolby George,WR,Miami,ACC,0.028,2.788,1.0%,19,0,0,26.4%,55.1%,3.00
2021,4568024,Josh Williams,RB,LSU,SEC,0.049,1.955,2.5%,11,0,0,26.7%,51.2%,3.00
2021,4568026,Jack Mashburn,TE,LSU,SEC,0.015,1.955,0.8%,20,0,0,26.7%,51.2%,2.00
2021,4568063,JaVonta Payton,WR,Tennessee,SEC,0.046,2.079,2.2%,13,0,0,23.7%,41.4%,1.00
2021,4568075,Juan Davis,TE,Texas,Big 12,0.015,1.764,0.9%,16,0,0,22.1%,53.9%,1.00
2021,4568154,Spencer Witter,TE,Boston College,ACC,0.024,2.001,1.2%,16,0,0,21.3%,53.6%,2.00
2021,4568219,Hampton Earle,WR,Clemson,ACC,0.010,2.213,0.5%,28,0,0,23.6%,42.8%,2.00
2021,4568233,Jaylen Coleman,RB,Duke,ACC,0.017,1.765,1.0%,19,0,0,26.6%,57.6%,3.00
2021,4568312,Jordan Houston,RB,NC State,ACC,0.063,1.720,3.7%,7,0,0,34.2%,57.8%,3.00
2021,4568450,Nick Gallo,TE,Virginia Tech,ACC,0.033,1.922,1.7%,12,0,0,24.9%,46.3%,2.00
2021,4568658,Daniel Carter,RB,Pittsburgh,ACC,0.019,1.807,1.1%,18,0,0,32.2%,51.6%,3.00
2021,4568660,Vincent Davis,RB,Pittsburgh,ACC,0.161,1.807,8.9%,3,0,1,32.2%,51.6%,2.00
2021,4568670,Josh Henderson,RB,North Carolina,ACC,0.036,2.081,1.7%,15,0,0,30.5%,48.7%,3.00
2021,4569031,Darren Wilson,WR,Iowa State,Big 12,0.025,1.777,1.4%,14,0,0,31.9%,61.0%,2.00
2021,4569138,Tayvian Cunningham,WR,Arizona,Pac-12,0.034,2.116,1.6%,12,0,0,21.2%,57.3%,1.00
2021,4569146,Jalen Johnson,WR,Arizona,Pac-12,0.023,2.116,1.1%,15,0,0,21.2%,57.3%,1.00
2021,4569156,Michael Wiley,RB,Arizona,Pac-12,0.144,2.116,6.8%,4,0,0,21.2%,57.3%,3.00
2021,4569166,Todd Hudson,RB,Oklahoma,Big 12,0.132,2.213,6.0%,5,0,0,20.5%,50.8%,1.00
2021,4569184,Trenton Bourguet,QB,Arizona State,Pac-12,0.065,1.654,3.9%,7,0,0,31.7%,59.2%,3.00
2021,4569239,Trevon Clark,WR,California,Pac-12,0.075,2.197,3.4%,6,0,0,31.0%,66.1%,1.00
2021,4569325,Dezmon Jackson,RB,Oklahoma State,Big 12,0.117,2.221,5.3%,5,0,0,24.4%,53.8%,1.00
2021,4569330,Austin Jones,RB,Stanford,Pac-12,0.202,2.205,9.2%,3,0,1,28.4%,47.8%,3.00
2021,4569350,Mikel Barkley,WR,TCU,Big 12,0.016,2.366,0.7%,20,0,0,22.1%,50.9%,1.00
2021,4569354,Deryl Reynolds,RB,TCU,Big 12,0.048,2.366,2.0%,12,0,0,22.1%,50.9%,1.00
2021,4569364,Dominic DiNunzio,TE,TCU,Big 12,0.020,2.366,0.8%,19,0,0,22.1%,50.9%,1.00
2021,4569371,Isaiah Williams,WR,Illinois,Big Ten,0.109,2.154,5.1%,7,0,0,21.5%,52.6%,3.00
2021,4569372,Dalevon Campbell,WR,Illinois,Big Ten,0.034,2.154,1.6%,15,0,0,21.5%,52.6%,1.00
2021,4569382,Jordan Whittington,WR,Texas,Big 12,0.081,1.764,4.6%,7,0,0,22.1%,53.9%,3.00
2021,4569389,Kai Money,WR,Texas,Big 12,0.016,1.764,0.9%,15,0,0,22.1%,53.9%,1.00
2021,4569391,Travis Koontz,TE,Texas Tech,Big 12,0.046,2.395,1.9%,12,0,0,18.6%,48.7%,1.00
2021,4569393,Xavier White,WR,Texas Tech,Big 12,0.108,2.395,4.5%,7,0,0,18.6%,48.7%,3.00
2021,4569439,David Ellis,RB,Indiana,Big Ten,0.012,2.542,0.5%,22,0,0,19.4%,44.3%,1.00
2021,4569452,Winston Wright,WR,West Virginia,Big 12,0.092,1.494,6.2%,4,0,0,35.4%,63.5%,2.00
2021,4569463,Jackson Ritter,WR,Iowa,Big Ten,0.015,1.734,0.9%,14,0,0,24.5%,58.8%,1.00
2021,4569510,John Jackson III,WR,USC,Pac-12,0.027,2.071,1.3%,13,0,0,22.8%,56.1%,1.00
2021,4569559,Devaughn Vele,WR,Utah,Pac-12,0.039,1.764,2.2%,9,0,0,25.4%,64.0%,3.00
2021,4569574,Cooper Jewett,RB,Nebraska,Big Ten,0.013,1.983,0.7%,22,0,0,27.9%,45.6%,2.00
2021,4569587,Wan'Dale Robinson,WR,Kentucky,SEC,0.171,1.563,10.9%,3,0,1,33.9%,57.2%,1.00
2021,4569593,Zach Weinmaster,WR,Nebraska,Big Ten,0.013,1.983,0.7%,22,0,0,27.9%,45.6%,1.00
2021,4569594,Cameron Davis,RB,Washington,Pac-12,0.151,2.016,7.5%,4,0,0,26.7%,46.1%,2.00
2021,4569598,Dylan Morris,QB,Washington,Pac-12,0.539,2.016,26.7%,1,1,1,26.7%,46.1%,3.00
2021,4569603,Malik Washington,WR,Northwestern,Big Ten,0.071,2.254,3.1%,9,0,0,18.8%,50.2%,3.00
2021,4569608,Connor Newhouse,RB,Northwestern,Big Ten,0.014,2.254,0.6%,24,0,0,18.8%,50.2%,1.00
2021,4569609,Evan Hull,RB,Northwestern,Big Ten,0.290,2.254,12.9%,4,0,0,18.8%,50.2%,2.00
2021,4569611,Marcus Cisco,RB,Northwestern,Big Ten,0.039,2.254,1.7%,10,0,0,18.8%,50.2%,1.00
2021,4569615,Thomas Gordon,TE,Northwestern,Big Ten,0.016,2.254,0.7%,23,0,0,18.8%,50.2%,3.00
2021,4569618,Garrett Wilson,WR,Ohio State,Big Ten,0.137,2.154,6.4%,4,0,0,25.7%,42.9%,1.00
2021,4569663,Justin Johnson,RB,West Virginia,Big 12,0.068,1.494,4.6%,6,0,0,35.4%,63.5%,3.00
2021,4569987,Jaylen Warren,RB,Oklahoma State,Big 12,0.292,2.221,13.1%,3,0,1,24.4%,53.8%,1.00
2021,4570037,Terrance Ferguson,TE,Oregon,Pac-12,0.029,1.862,1.6%,15,0,0,30.7%,59.1%,3.00
2021,4570045,John Dunmore,WR,Oregon State,Pac-12,0.016,1.676,1.0%,19,0,0,26.0%,53.4%,2.00
2021,4570057,Cole Snyder,QB,Rutgers,Big Ten,0.101,1.746,5.8%,6,0,0,25.7%,45.4%,1.00
2021,4570071,Julius Davis,RB,Wisconsin,Big Ten,0.085,1.651,5.1%,4,0,0,21.7%,54.0%,2.00
2021,4570250,Trevor Wilson,WR,Kansas,Big 12,0.071,2.121,3.3%,10,0,0,20.4%,50.2%,3.00
2021,4570409,David Bell,WR,Purdue,Big Ten,0.150,2.176,6.9%,5,0,0,23.7%,46.8%,1.00
2021,4570417,Garrett Miller,TE,Purdue,Big Ten,0.040,2.176,1.8%,14,0,0,23.7%,46.8%,2.00
2021,4570471,Kanoa Shannon,RB,Oregon State,Pac-12,0.032,1.676,1.9%,15,0,0,26.0%,53.4%,2.00
2021,4570561,Eric Gray,RB,Oklahoma,Big 12,0.133,2.213,6.0%,4,0,0,20.5%,50.8%,2.00
2021,4570581,Hunter Salmon,TE,Tennessee,SEC,0.042,2.079,2.0%,14,0,0,23.7%,41.4%,3.00
2021,4570636,Malick Meiga,WR,Penn State,Big Ten,0.013,1.937,0.7%,18,0,0,29.3%,51.9%,3.00
2021,4570674,Kevin Harris,RB,South Carolina,SEC,0.226,2.054,11.0%,4,0,0,26.4%,53.8%,1.00
2021,4570683,Kam Brown,WR,UCLA,Pac-12,0.040,1.676,2.4%,10,0,0,31.3%,58.2%,3.00
2021,4570738,Ke'Shawn Williams,WR,Wake Forest,ACC,0.034,1.730,2.0%,13,0,0,33.4%,49.7%,3.00
2021,4570743,Santino Marucci,QB,Wake Forest,ACC,0.017,1.730,1.0%,18,0,0,33.4%,49.7%,2.00
2021,4571339,Brock Domann,QB,Louisville,ACC,0.032,1.778,1.8%,15,0,0,32.8%,51.8%,3.00
2021,4571935,Jahmal Banks,WR,Wake Forest,ACC,0.039,1.730,2.3%,12,0,0,33.4%,49.7%,3.00
2021,4572041,Danny Hughes,RB,Michigan,Big Ten,0.040,1.737,2.3%,14,0,0,21.6%,51.1%,3.00
2021,4572043,Leon Franklin,RB,Michigan,Big Ten,0.024,1.737,1.4%,19,0,0,21.6%,51.1%,3.00
2021,4572454,Marcus Washington,WR,Texas,Big 12,0.045,1.764,2.6%,11,0,0,22.1%,53.9%,3.00
2021,4572792,Jordan Schippers,RB,Kansas State,Big 12,0.048,2.012,2.4%,8,0,0,23.7%,57.6%,2.00
2021,4573065,Josh Lifson,TE,Louisville,ACC,0.017,1.778,1.0%,19,0,0,32.8%,51.8%,3.00
2021,4574722,Christian Dremel,WR,Rutgers,Big Ten,0.015,1.746,0.9%,19,0,0,25.7%,45.4%,3.00
2021,4574730,Isaiah Washington,WR,Rutgers,Big Ten,0.054,1.746,3.1%,12,0,0,25.7%,45.4%,3.00
2021,4574732,Aaron Young,RB,Rutgers,Big Ten,0.086,1.746,4.9%,8,0,0,25.7%,45.4%,3.00
2021,4574777,Dylan Leonard,TE,Georgia Tech,ACC,0.038,2.035,1.9%,14,0,0,25.5%,59.6%,3.00
2021,4575123,Anthony Summey,RB,Georgia,SEC,0.038,2.060,1.8%,13,0,0,18.7%,41.6%,1.00
2021,4575436,Davion Ervin-Poindexter,RB,Indiana,Big Ten,0.069,2.542,2.7%,9,0,0,19.4%,44.3%,1.00
2021,4575437,Grant Gremel,QB,Indiana,Big Ten,0.272,2.542,10.7%,3,0,1,19.4%,44.3%,1.00
2021,4575862,Trebor Pena,WR,Syracuse,ACC,0.013,1.837,0.7%,17,0,0,28.3%,67.8%,2.00
2021,4576218,Sevion Morrison,RB,Nebraska,Big Ten,0.062,1.983,3.1%,9,0,0,27.9%,45.6%,3.00
2021,4576297,A.J. Barner,TE,Indiana,Big Ten,0.039,2.542,1.5%,17,0,0,19.4%,44.3%,3.00
2021,4576788,Andre Johnson,WR,Arizona State,Pac-12,0.043,1.654,2.6%,12,0,0,31.7%,59.2%,3.00
2021,4578654,Jaden Walley,WR,Mississippi State,SEC,0.077,1.925,4.0%,6,0,0,38.6%,56.7%,3.00
2021,4586312,Jaylin Noel,WR,Iowa State,Big 12,0.056,1.777,3.2%,9,0,0,31.9%,61.0%,3.00
2021,4586314,Bryce Stephens,WR,Arkansas,SEC,0.039,1.578,2.5%,12,0,0,30.9%,48.0%,2.00
2021,4587702,Christian Leary,WR,Alabama,SEC,0.032,2.023,1.6%,18,0,0,27.6%,49.8%,3.00
2021,4587705,Cam'Ron Valdez,RB,Texas Tech,Big 12,0.044,2.395,1.8%,13,0,0,18.6%,48.7%,3.00
2021,4587722,Troy Stellato,WR,Clemson,ACC,0.011,2.213,0.5%,27,0,0,23.6%,42.8%,2.00
2021,4588200,Colby McDonald,RB,Maryland,Big Ten,0.110,1.831,6.0%,3,0,1,31.8%,47.1%,3.00
2021,4590302,Deon Silas,RB,Iowa State,Big 12,0.055,1.777,3.1%,10,0,0,31.9%,61.0%,2.00
2021,4590532,Silas Bolden,WR,Oregon State,Pac-12,0.022,1.676,1.3%,17,0,0,26.0%,53.4%,3.00
2021,4590632,Alex Maxwell,WR,Purdue,Big Ten,0.013,2.176,0.6%,23,0,0,23.7%,46.8%,2.00
2021,4591750,Isaiah Cashwell,RB,Miami,ACC,0.045,2.788,1.6%,12,0,0,26.4%,55.1%,1.00
2021,4592531,Ari Patu,QB,Stanford,Pac-12,0.176,2.205,8.0%,4,0,0,28.4%,47.8%,3.00
2021,4592572,Mason Tharp,TE,Texas Tech,Big 12,0.039,2.395,1.6%,15,0,0,18.6%,48.7%,3.00
2021,4592573,Michael Jackson III,WR,USC,Pac-12,0.033,2.071,1.6%,11,0,0,22.8%,56.1%,3.00
2021,4592832,Marcus Burke,WR,Florida,SEC,0.125,1.753,7.1%,5,0,0,30.2%,51.3%,3.00
2021,4594319,Brady Boyd,WR,Minnesota,Big Ten,0.015,2.047,0.7%,15,0,0,18.8%,54.3%,3.00
2021,4594444,Jordan Moore,WR,Duke,ACC,0.078,1.765,4.4%,5,0,0,26.6%,57.6%,3.00
