Season,Id,Name,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns
2022,5085617,Steven Shoats-Thomas,RB,Weber State,,0.074,0,0.133,0.077,0.078,0.074,0.099,0.021
2022,5085642,Mari Adams,RB,Davidson,,0.028,0,0.03,0.049,0.014,0,0.033,0
2022,5085650,Brody Reina,WR,Davidson,,0.029,0.143,0,0.014,0.033,0.033,0.015,0.077
2022,5085654,Mason Sheron,RB,Davidson,,0.03,0,0.035,0.035,0.03,0.027,0.039,0
2022,5085683,Luke Woodson,RB,Drake,,0.055,0.053,0.056,0.05,0.053,0.071,0.069,0.038
2022,5085684,Christian Galvan,RB,Drake,,0.076,0,0.137,0.095,0.083,0.049,0.085,0.061
2022,5085685,Taj Hughes,RB,Drake,,0.058,0,0.2,0.067,0.063,0.067,0.103,0
2022,5085714,Jordan Pachot,QB,Missouri State,,0.027,0.056,0,0,0.038,0.091,0,0.1
2022,5085716,Andrew Cunningham,RB,Missouri State,,0.03,0,0.06,0.045,0.023,0,0.033,0.023
2022,5085749,Josh Jenkins,RB,Northern Iowa,,0.043,0,0.079,0.03,0.042,0.083,0.02,0.105
2022,5085777,Derrick Johnson,RB,South Dakota State,,0.03,0,0.05,0.031,0.042,0,0.02,0.056
2022,5085788,Enzo Arjona,QB,Monmouth,,0.451,0.987,0.087,0.459,0.391,0.432,0.414,0.547
2022,5085809,Halim Dixon-King,WR,Delaware State,,0.015,0.042,0,0.017,0.023,0,0.01,0.029
2022,5085830,Rahkeem Smith,WR,Delaware State,,0.03,0.059,0.015,0.033,0.029,0.031,0.024,0.045
2022,5085831,Tahmir Ellis,TE,Delaware State,,0.017,0.05,0,0.036,0,0,0.022,0
2022,5085846,Ethan Harris,WR,Furman,,0.021,0.033,0,0.025,0,0.048,0.014,0.036
2022,5085847,Ben Ferguson,WR,Furman,,0.014,0.037,0,0.032,0,0,0.023,0
2022,5085848,Carson Jones,QB,Furman,,0.033,0.042,0.029,0.029,0,0.143,0.036,0
2022,5085901,Ajay Smith,WR,UT Martin,,0.016,0.029,0,0,0.05,0,0,0.053
2022,5085941,Zach Osborne,QB,Colgate,,0.024,0,0.043,0.021,0,0.067,0.037,0
2022,5085942,Treyvohn Saunders,WR,Colgate,,0.092,0.192,0.011,0.03,0.102,0.167,0.062,0.148
2022,5085946,Marco Maldonado,RB,Colgate,,0.046,0.013,0.076,0.045,0.068,0.024,0.035,0.066
2022,5085960,Brady Hutchison,WR,Colgate,,0.034,0.087,0,0.028,0.034,0.044,0.016,0.075
2022,5086021,Henry Donohue,RB,Michigan,B1G,0.029,0,0.049,0.029,0.048,0,0.036,0
2022,5086027,TJ Harden,RB,UCLA,PAC,0.107,0.02,0.183,0.098,0.141,0.089,0.109,0.099
2022,5086034,Camryn Edwards,RB,UConn,Ind,0.017,0,0.023,0.037,0,0,0.025,0
2022,5086042,Bo Estes,TE,UConn,Ind,0.013,0.042,0,0.032,0,0,0.019,0
2022,5086050,NaQuari Rogers,RB,Campbell,,0.176,0.049,0.272,0.165,0.135,0.255,0.19,0.141
2022,5086052,Chaney Fitzgerald,WR,Campbell,,0.027,0.065,0,0.015,0.022,0.066,0.019,0.043
2022,5086091,Jared Rhodes,RB,Lindenwood,,0.16,0.038,0.308,0.194,0.13,0.148,0.17,0.132
2022,5086102,Cameron Hergott,QB,Eastern Kentucky,ASUN,0.014,0,0.025,0.032,0,0,0.02,0
2022,5086159,Mason Gudger,RB,Georgetown,,0.028,0.012,0.053,0.052,0.02,0,0.033,0.019
2022,5086174,Keynan Richardson-Cook,WR,Georgetown,,0.015,0.019,0,0,0.04,0,0,0.034
2022,5086178,Max McCormick,TE,Georgetown,,0.044,0.079,0,0.093,0.022,0,0.056,0.022
2022,5086204,Matt Buron,TE,Fordham,,0.011,0.018,0,0.024,0,0,0.015,0
2022,5086218,Sam Hicks,RB,Central Michigan,MAC,0.02,0.037,0,0.03,0,0.036,0.021,0.019
2022,5086220,Noah Koenigsknecht,WR,Central Michigan,MAC,0.042,0.076,0,0.017,0.02,0.118,0.021,0.078
2022,5086234,Bryant Kieft,TE,Central Michigan,MAC,0.025,0.077,0,0,0,0.059,0.018,0.042
2022,5086240,Donovan Green,TE,Texas A&M,SEC,0.049,0.09,0.007,0.034,0.06,0.045,0.044,0.061
2022,5086598,Sheldon Canley II,RB,San Diego State,MWC,0.047,0.038,0.054,0.038,0.048,0.067,0.05,0.042
2022,5086604,Martin Blake,RB,San Diego State,MWC,0.037,0.008,0.061,0.032,0.04,0.044,0.041,0.029
2022,5086865,Tony Bartalo,QB,Charleston Southern,,0.316,0.485,0.105,0.246,0.311,0.44,0.261,0.409
2022,5086866,Davin Driskell,TE,Charleston Southern,,0.045,0.089,0,0.011,0.013,0.128,0.015,0.094
2022,5086884,Ja'Won Grey,WR,Charleston Southern,,0.016,0.026,0,0.037,0,0,0.026,0
2022,5086920,Eli Brickhandler,QB,North Carolina A&T,,0.273,0.346,0.231,0.222,0.25,0.429,0.244,0.333
2022,5086921,Amonte Jones,WR,North Carolina A&T,,0.037,0.102,0,0.049,0.023,0.04,0.033,0.045
2022,5086925,Wesley Graves,RB,North Carolina A&T,,0.108,0.051,0.157,0.101,0.132,0.105,0.119,0.09
2022,5086933,Christian MacDonald,WR,North Carolina A&T,,0.014,0.036,0,0,0,0.111,0,0.045
2022,5086934,Laquan Veney,WR,North Carolina A&T,,0.032,0.095,0,0.042,0,0.063,0.049,0
2022,5086948,Dorien Stewart,RB,North Carolina A&T,,0.056,0,0.093,0.054,0.091,0,0.061,0.045
2022,5086952,Jo'Nathan Silver,RB,Delaware,,0.043,0,0.085,0.044,0.068,0,0.063,0
2022,5086970,Ryan O'Connor,QB,Delaware,,0.05,0.072,0.028,0.029,0.023,0.16,0.032,0.087
2022,5086984,Shane Hamm,QB,Dayton,,0.411,0.777,0.256,0.32,0.391,0.638,0.348,0.553
2022,5086995,Dante Casciola,QB,Dayton,,0.561,0.926,0.294,0.466,0.587,0.682,0.488,0.71
2022,5087037,Ershod Jasey II,RB,Butler,,0.027,0,0.04,0,0.071,0,0.034,0
2022,5087042,Seth Mencer,RB,Butler,,0.03,0,0.043,0.048,0.022,0,0.038,0
2022,5087090,Aboraa Kwarteng,WR,Sacred Heart,,0.028,0.062,0,0.038,0.021,0.019,0.031,0.022
2022,5087130,Jordan Heisey,QB,Duquesne,,0.053,0,0.077,0.143,0,0,0.071,0
2022,5087189,Caden Dennis,WR,North Dakota,,0.03,0.062,0,0.031,0.036,0.012,0.026,0.041
2022,5087191,Red Wilson,WR,North Dakota,,0.068,0.074,0.063,0.081,0.083,0.023,0.071,0.062
2022,5087221,Camo Nelson,WR,Illinois State,,0.016,0.029,0,0.036,0,0,0.026,0
2022,5087240,Eddie Kasper,WR,Illinois State,,0.016,0.029,0,0.036,0,0,0.026,0
2022,5087251,Kevon King,RB,Norfolk State,,0.068,0.011,0.141,0.072,0.1,0.029,0.057,0.089
2022,5087255,Jason Wonodi,WR,Norfolk State,,0.047,0.091,0,0.022,0.059,0.08,0.032,0.068
2022,5087256,Jordin Lennon,RB,Norfolk State,,0.101,0.016,0.193,0.133,0.075,0.074,0.113,0.083
2022,5087265,Elijah Smith,WR,Norfolk State,,0.029,0.047,0,0.032,0,0.067,0.023,0.042
2022,5087296,Breylin Smith,RB,Howard,,0.013,0.028,0,0.03,0,0,0.021,0
2022,5087297,Ja'Shawn Scroggins,QB,Howard,,0.103,0.143,0.071,0.091,0.05,0.154,0.056,0.182
2022,5087304,One Williams,WR,Howard,,0.018,0.032,0,0,0.063,0,0,0.071
2022,5087312,Tony Bedell,RB,Howard,,0.016,0,0.033,0,0.045,0,0.026,0
2022,5087331,Isaiah Perkins,WR,Towson,,0.047,0.107,0,0.048,0.034,0.061,0.047,0.045
2022,5087687,Eli Gillman,RB,Montana,,0.066,0.017,0.107,0.066,0.071,0.071,0.083,0.024
2022,5087714,Charlie McKee,QB,Stony Brook,,0.312,0.64,0.026,0.198,0.4,0.365,0.236,0.456
2022,5087718,Rah'Khem El,WR,Stony Brook,,0.022,0.02,0.026,0.027,0.031,0,0.018,0.03
2022,5088096,Ty Englehart,QB,Presbyterian,,0.202,0.22,0.19,0.165,0.203,0.271,0.164,0.255
2022,5088099,Honrae Murray,WR,Presbyterian,,0.034,0.059,0,0.025,0.018,0.061,0.029,0.041
2022,5088103,Tyler Wesley,QB,Presbyterian,,0.439,0.578,0.278,0.41,0.421,0.5,0.439,0.439
2022,5088105,Shawn Lodge,WR,Presbyterian,,0.026,0.036,0.014,0.02,0.045,0.015,0.024,0.029
2022,5088107,Dominic Kibby,WR,Presbyterian,,0.085,0.148,0,0.059,0.117,0.104,0.057,0.128
2022,5088143,Terik Mulder,TE,Presbyterian,,0.027,0.044,0,0,0.042,0,0.04,0
2022,5088158,Matt Arvanitis,QB,Stonehill,,0.089,0.026,0.15,0.108,0.083,0.059,0.1,0.069
2022,5088160,DeAaron Lawrence,WR,Stonehill,,0.025,0.053,0,0.027,0.042,0,0.02,0.034
2022,5088161,Cameron Alves,WR,Stonehill,,0.101,0.158,0.05,0.135,0.042,0.118,0.1,0.103
2022,5088164,Bryson Carter,WR,Stonehill,,0.025,0.053,0,0.054,0,0,0.04,0
2022,5088166,Ashur Carraha,QB,Stonehill,,0.304,0.579,0.05,0.405,0.167,0.294,0.3,0.31
2022,5088167,Nicholas Saccu,WR,Stonehill,,0.051,0.079,0.025,0.081,0.042,0,0.08,0
2022,5088181,Tom Comella,WR,Stonehill,,0.228,0.079,0.375,0.189,0.333,0.176,0.26,0.172
2022,5088187,Jarel Washington,RB,Stonehill,,0.101,0.053,0.15,0.081,0.083,0.176,0.08,0.138
2022,5088330,Cole Doyle,QB,St. Francis (PA),,0.304,0.529,0.126,0.282,0.247,0.418,0.256,0.423
2022,5088336,Makai Jackson,WR,St. Francis (PA),,0.168,0.322,0.047,0.142,0.182,0.191,0.141,0.239
2022,5088338,Elijah Sarratt,WR,St. Francis (PA),,0.062,0.114,0.021,0.11,0.027,0.015,0.077,0.022
2022,5088340,QuaSean Holmes,RB,St. Francis (PA),,0.159,0.018,0.25,0.147,0.239,0.071,0.188,0.061
2022,5088345,Deondre Scott,RB,St. Francis (PA),,0.042,0.017,0.061,0.047,0.044,0.032,0.048,0.026
2022,5088348,Jordan Jackson,RB,St. Francis (PA),,0.11,0,0.182,0.132,0.109,0.071,0.125,0.061
2022,5088375,Jake Bruno,TE,St. Francis (PA),,0.016,0.032,0,0,0.05,0,0,0.053
2022,5088847,Ishod Byarm,RB,Bryant,,0.157,0.04,0.35,0.22,0.132,0.068,0.188,0.081
2022,5088854,Michael Craig,RB,Bryant,,0.028,0,0.069,0.056,0,0,0.038,0
2022,5088888,Torrance Burgess Jr.,RB,UTEP,CUSA,0.024,0.018,0.038,0.027,0.036,0,0.04,0
2022,5088897,Daequan Harvin,WR,Morgan State,,0.115,0,0.236,0.098,0.162,0.05,0.07,0.19
2022,5088899,Anthony James Jr.,WR,Morgan State,,0.021,0.048,0,0.025,0.031,0,0.032,0
2022,5088910,Joseph Kennerly,WR,Morgan State,,0.019,0.033,0,0.038,0,0,0.029,0
2022,5088918,Thomas Kinslow,RB,Utah Tech,WAC,0.018,0,0.055,0.039,0,0,0.028,0
2022,5088920,Bretton Stone,RB,Utah Tech,WAC,0.053,0,0.129,0.056,0.061,0.034,0.052,0.055
2022,5088926,Jeter Fenton,RB,Utah Tech,WAC,0.029,0,0.105,0.036,0.043,0,0.047,0
2022,5088953,Daniel Thomason,WR,Utah Tech,WAC,0.048,0.076,0,0.051,0.036,0.033,0.053,0.037
2022,5088989,Gabriel Abel,RB,St. Thomas (MN),,0.114,0.016,0.174,0.151,0.117,0.03,0.129,0.074
2022,5088992,Amari Powell,QB,St. Thomas (MN),,0.09,0.146,0.054,0.048,0.086,0.2,0.086,0.103
2022,5089020,Savion Johnson,WR,St. Thomas (MN),,0.013,0.024,0,0.029,0,0,0.018,0
2022,5089022,Nyqua Lett,QB,Alabama State,,0.057,0.018,0.097,0.06,0.053,0.063,0.058,0.057
2022,5089046,Isaiah Scott,WR,Alabama State,,0.058,0.125,0,0.065,0.06,0.035,0.058,0.058
2022,5089047,Jordan Wilburn,WR,Alabama State,,0.019,0.043,0,0,0.056,0,0,0.063
2022,5089182,CJ Nelson,WR,Houston,AAC,0.032,0.053,0,0,0.05,0.091,0,0.133
2022,5089244,Ryan Kraft,QB,Wagner,,0.19,0.247,0.147,0.141,0.14,0.244,0.173,0.211
2022,5089254,Louis Spezio,WR,Wagner,,0.06,0.121,0,0,0.143,0.05,0.029,0.091
2022,5089260,Taj Sanders,WR,Western Illinois,,0.028,0.056,0,0,0,0.071,0.011,0.059
2022,5089279,Seth Glatz,RB,Western Illinois,,0.056,0.03,0.1,0.045,0,0.182,0.069,0.04
2022,5089298,Jaylin Jackson,WR,Western Illinois,,0.047,0.07,0.016,0.048,0.03,0.077,0.045,0.048
2022,5089337,Dawson Pierson,TE,Valparaiso,,0.016,0.026,0,0.038,0,0,0.025,0
2022,5089340,Jeffery Vercher,RB,Valparaiso,,0.037,0.028,0.045,0.036,0.053,0.014,0.043,0.024
2022,5089353,Ryan Mann,RB,Valparaiso,,0.025,0.019,0.031,0.024,0.045,0,0.025,0.025
2022,5089453,Miles Kitselman,TE,Alabama,SEC,0.028,0.049,0,0,0.091,0,0,0.118
2022,5089480,Isaac McNamee,QB,Murray State,,0.396,0.95,0.065,0.3,0.235,0.769,0.29,0.545
2022,5089481,Trey Jefferson,QB,Murray State,,0.014,0,0.023,0,0.04,0,0.022,0
2022,5089486,Kylan Galbreath,RB,Murray State,,0.033,0,0.057,0.039,0.026,0.032,0.051,0
2022,5089510,Curtis Rearden,WR,Murray State,,0.016,0.037,0,0,0.048,0,0,0.036
2022,5089535,Desmond Reid,RB,Western Carolina,,0.197,0.072,0.327,0.245,0.164,0.124,0.218,0.144
2022,5089537,David White Jr.,WR,Western Carolina,,0.043,0.086,0,0.038,0.065,0.011,0.04,0.051
2022,5089539,Censere Lee,WR,Western Carolina,,0.059,0.118,0,0.062,0.051,0.063,0.058,0.061
2022,5089540,Cole Gonzales,QB,Western Carolina,,0.359,0.571,0.151,0.296,0.349,0.466,0.298,0.5
2022,5089547,Corey Reddick Jr.,RB,Western Carolina,,0.08,0.078,0.085,0.096,0.089,0.031,0.09,0.047
2022,5089560,Camury Reid,RB,Western Carolina,,0.049,0.013,0.094,0.063,0,0.067,0.042,0.063
2022,5089572,AJ Colombo,WR,Western Carolina,,0.022,0.042,0,0,0,0.074,0.021,0.024
2022,5089859,Floyd Chalk IV,RB,Grambling,,0.105,0.026,0.184,0.134,0.126,0.014,0.13,0.066
2022,5089860,Chance Williams,RB,Grambling,,0.119,0.027,0.203,0.133,0.099,0.13,0.139,0.081
2022,5089861,Phaizon Wilson,WR,Grambling,,0.051,0.104,0,0.051,0.088,0,0.066,0.026
2022,5089862,Quaterius Hawkins,QB,Grambling,,0.238,0.407,0.094,0.204,0.198,0.352,0.19,0.326
2022,5089864,Tyson Bordeaux,WR,Grambling,,0.064,0.13,0,0.048,0,0.2,0.031,0.133
2022,5089865,Dedrick Talbert,RB,Grambling,,0.043,0,0.083,0.095,0,0,0.063,0
2022,5090097,Pat Bowen,RB,Long Island University,,0.228,0.049,0.39,0.291,0.237,0.119,0.269,0.161
2022,5090098,Michael Love,WR,Long Island University,,0.081,0.171,0.005,0.054,0.096,0.095,0.073,0.095
2022,5090099,Maurice Smith,QB,Long Island University,,0.06,0,0.103,0.063,0.053,0.077,0.034,0.095
2022,5090101,Drew Person,QB,Long Island University,,0.014,0,0.032,0.029,0,0,0.023,0
2022,5090116,Guy McCarthy,WR,Long Island University,,0.016,0,0.029,0,0.056,0,0.022,0
2022,5090134,Steven Rivera,WR,Long Island University,,0.014,0.024,0,0,0.04,0,0,0.033
2022,5091725,Lee Beebe,RB,UAB,CUSA,0.048,0,0.088,0.031,0.053,0.111,0.049,0.048
2022,5091734,Ethan Mikita,RB,Boise State,MWC,0.014,0,0.022,0.03,0,0,0.022,0
2022,5091736,George Arata,RB,Tulane,AAC,0.038,0,0.065,0.053,0.038,0,0.031,0.063
2022,5091739,Chris Brazzell II,WR,Tulane,AAC,0.025,0.059,0,0,0.077,0,0.031,0
2022,5091743,Tate Jernigan,RB,Tulane,AAC,0.05,0,0.087,0.053,0.077,0,0.063,0
2022,5091786,Brian Mauer,QB,Stephen F. Austin,WAC,0.152,0.183,0.116,0.122,0.213,0.116,0.129,0.207
2022,5091791,Kylon Harris,WR,Stephen F. Austin,WAC,0.019,0.034,0,0.01,0.015,0.05,0.007,0.044
2022,5091794,Jerrell Wimbley,RB,Stephen F. Austin,WAC,0.153,0.044,0.265,0.186,0.162,0.085,0.154,0.151
2022,5092306,Justin Holaday,QB,New Mexico,MWC,0.361,0.552,0.222,0.339,0.323,0.456,0.304,0.466
2022,5092470,Tiaquelin Mims,WR,Southern Miss,SBC,0.051,0.108,0.004,0.052,0.036,0.07,0.044,0.066
2022,5092477,Nicholas Cenacle,WR,Hawai'i,MWC,0.042,0.08,0,0.033,0.015,0.102,0.028,0.068
2022,5092508,Colbie Young,WR,Miami,ACC,0.071,0.127,0,0.059,0.101,0.058,0.059,0.095
2022,5092781,Jack Turner,QB,Louisiana Tech,CUSA,0.243,0.405,0.066,0.237,0.268,0.179,0.222,0.293
2022,5092788,Nate Jones,WR,Louisiana Tech,CUSA,0.031,0.056,0.004,0.009,0.061,0.028,0.017,0.061
2022,5092803,Trey Adkins,WR,Mercer,,0.03,0.061,0,0.012,0.046,0.047,0.021,0.049
2022,5092804,Daniel Shock,QB,Mercer,,0.032,0.065,0.016,0.029,0.033,0.022,0.028,0.049
2022,5092806,Travion Solomon,WR,Mercer,,0.038,0.076,0,0.049,0.027,0,0.036,0.043
2022,5092811,CJ Miller,RB,Mercer,,0.112,0,0.163,0.127,0.106,0.083,0.117,0.094
2022,5092824,Sawyer Burt,TE,Mercer,,0.018,0.042,0,0,0,0.091,0,0.059
2022,5093062,Tre Stewart,RB,Limestone,,0.271,0.128,0.55,0.231,0.438,0.25,0.302,0.188
2022,5093183,Demarcus Lacey,WR,North Alabama,ASUN,0.082,0.073,0.093,0.104,0.066,0.06,0.098,0.053
2022,5093185,Noah Walters,QB,North Alabama,ASUN,0.501,0.899,0.186,0.407,0.526,0.651,0.412,0.668
2022,5093189,Dakota Warfield,WR,North Alabama,ASUN,0.032,0.068,0,0.048,0.042,0,0.03,0.037
2022,5093190,Cam Collier,RB,North Alabama,ASUN,0.028,0.017,0.038,0.028,0.043,0,0.03,0.025
2022,5093191,T.J. Finney,RB,North Alabama,ASUN,0.046,0,0.081,0.075,0.026,0,0.068,0
2022,5093197,Jalyn Daniels,RB,North Alabama,ASUN,0.021,0.013,0.027,0.024,0.016,0.026,0.025,0.014
2022,5093217,Kaleb Heatherly,TE,North Alabama,ASUN,0.025,0.054,0,0.02,0.029,0.034,0.022,0.031
2022,5093345,Dylan Lawson,TE,San Diego,,0.032,0.054,0.008,0.048,0,0.052,0.031,0.034
2022,5093347,Peyton Smith,TE,San Diego,,0.02,0.041,0,0.009,0.026,0.019,0.02,0.021
2022,5093359,Marques Johnson,WR,San Diego,,0.015,0.032,0,0.033,0,0,0.021,0
2022,5093725,Jayden Perkins,RB,Southern Utah,WAC,0.088,0,0.2,0.083,0.091,0.1,0.158,0
2022,5093753,Francisco Calderon,TE,Southern Utah,WAC,0.015,0.028,0,0,0,0.063,0.022,0
2022,5093777,Fred Brown II,WR,Tarleton State,WAC,0.014,0.034,0,0,0,0.063,0,0.05
2022,5093814,Malcolm Mays,QB,Hampton,,0.433,0.757,0.124,0.361,0.497,0.489,0.387,0.52
2022,5093815,Kymari Gray,WR,Hampton,,0.037,0.071,0,0.016,0.047,0.071,0.017,0.078
2022,5093923,Andrew Armstrong,WR,East Texas A&M,,0.083,0.183,0,0.113,0.07,0.057,0.082,0.086
2022,5093925,Jaden Proctor,WR,East Texas A&M,,0.059,0.101,0.023,0.058,0.038,0.09,0.055,0.065
2022,5093927,J.T. Smith,WR,East Texas A&M,,0.05,0.005,0.095,0.07,0.048,0.021,0.062,0.027
2022,5093929,Eric Rodriguez,QB,East Texas A&M,,0.476,0.743,0.247,0.468,0.441,0.556,0.421,0.576
2022,5093935,B.J. Phillips Jr.,RB,East Texas A&M,,0.098,0.02,0.175,0.115,0.03,0.111,0.113,0.069
2022,5093936,Darlington Frasch,RB,East Texas A&M,,0.049,0,0.094,0.036,0.059,0.083,0.06,0
2022,5093938,Koby Leavatts,RB,East Texas A&M,,0.091,0.05,0.118,0.13,0.059,0.083,0.105,0.059
2022,5093946,Spencer Long,RB,East Texas A&M,,0.109,0.055,0.156,0.105,0.138,0.084,0.118,0.087
2022,5093964,Austin Samaha,TE,East Texas A&M,,0.014,0.042,0,0,0,0,0.019,0
2022,5093987,Zadock Dinkelmann,TE,East Texas A&M,,0.406,0.618,0.173,0.384,0.358,0.541,0.352,0.542
2022,5093988,Damirion Polty,WR,East Texas A&M,,0.033,0.069,0,0.036,0.059,0,0.02,0.091
2022,5093992,Tyson Oliver,QB,East Texas A&M,,0.098,0.103,0.094,0,0.176,0.167,0.08,0.182
2022,5093995,Cameron Nellor,WR,East Texas A&M,,0.115,0.117,0.115,0.115,0.109,0.108,0.117,0.111
2022,5094035,Wilhelm Daal,RB,Yale,,0.016,0,0.022,0,0.05,0,0,0.071
2022,5094039,Jason Lee,RB,Yale,,0.048,0,0.065,0.065,0.05,0,0.063,0
2022,5094042,Joshua Pitsenberger,RB,Yale,,0.207,0.025,0.307,0.24,0.179,0.182,0.242,0.115
2022,5094129,Donovan Wadley,RB,Merrimack,,0.074,0.05,0.085,0.069,0.042,0.133,0.082,0.053
2022,5094547,Jalen Johnson,WR,Idaho State,,0.1,0.197,0,0.157,0.091,0.038,0.099,0.103
2022,5095070,Xavion Brower,QB,Gardner-Webb,,0.114,0.118,0.117,0.077,0.147,0.119,0.101,0.143
2022,5095074,Andunte Devereaux,WR,Gardner-Webb,,0.011,0.031,0,0.022,0,0,0.014,0
2022,5095076,Karim Page,WR,Gardner-Webb,,0.056,0.103,0.011,0.047,0.072,0.042,0.053,0.063
2022,5095077,Ephraim Floyd,WR,Gardner-Webb,,0.024,0.044,0.006,0.024,0.016,0.014,0.016,0.042
2022,5095078,Jayden Brown,RB,Gardner-Webb,,0.09,0.007,0.165,0.118,0.079,0.05,0.105,0.058
2022,5095094,Caleb Borders,WR,Gardner-Webb,,0.048,0.111,0,0.042,0.029,0.077,0.029,0.087
2022,5095095,Hakeem Meggett,WR,Gardner-Webb,,0.013,0.031,0,0,0.019,0.037,0.02,0
2022,5095110,Kimon O'Sullivan,RB,Robert Morris,,0.065,0.026,0.118,0.094,0.069,0.022,0.097,0.015
2022,5095112,Zach Tanner,QB,Robert Morris,,0.533,0.831,0.15,0.418,0.556,0.667,0.423,0.713
2022,5095113,Day Day Jones,WR,Robert Morris,,0.036,0.064,0,0.052,0.02,0.038,0.034,0.039
2022,5095120,Tayshaun Mayfield,TE,Robert Morris,,0.045,0.022,0.072,0.06,0.034,0.021,0.07,0.013
2022,5095149,Kenny Wilkins,RB,Alabama A&M,,0.016,0,0.043,0,0,0.067,0,0.043
2022,5095218,Ryan Butler,RB,Princeton,,0.222,0.066,0.419,0.225,0.235,0.192,0.271,0.122
2022,5095219,Dareion Murphy,RB,Princeton,,0.031,0.039,0.019,0.077,0,0,0.043,0
2022,5095261,Jakari Williams,WR,South Carolina State,,0.015,0.027,0,0,0.043,0,0.024,0
2022,5095779,Johnny Crawford III,RB,The Citadel,,0.101,0,0.116,0.102,0.071,0.122,0.119,0.051
2022,5095793,Christian Hilton,WR,The Citadel,,0.029,0.14,0,0.024,0.03,0.043,0.015,0.057
2022,5095815,Chris Mosley,RB,North Carolina Central,,0.044,0.023,0.062,0.055,0.059,0,0.041,0.051
2022,5095915,Moussa Barry,WR,Mars Hill,,0.043,0.058,0,0,0.095,0.063,0.022,0.083
2022,5096598,Cameren Smith,RB,Missouri S&T,,0.125,0,0.184,0.043,0.176,0.143,0.108,0.158
2022,5096807,Connor Wisham,RB,Prairie View A&M,,0.067,0.014,0.098,0.079,0.072,0.042,0.078,0.044
2022,5096808,Theo Justin Hammond,WR,Prairie View A&M,,0.015,0.063,0,0,0,0.091,0,0.056
2022,5096811,Nevon Cooper,WR,Prairie View A&M,,0.019,0.048,0,0,0,0.1,0,0.067
2022,5096813,Channing Dumas,QB,Prairie View A&M,,0.304,0.778,0.079,0.143,0.316,0.429,0.156,0.5
2022,5096814,Collier Ricks,RB,Prairie View A&M,,0.044,0.107,0.008,0.051,0.029,0.056,0.051,0.02
2022,5096815,DeJuan Lewis,RB,Prairie View A&M,,0.021,0,0.035,0.032,0.021,0,0.02,0.023
2022,5096818,Jamarious Brooks,RB,Prairie View A&M,,0.092,0,0.136,0.061,0.1,0.182,0.075,0.167
2022,5096834,Dylan Domel,TE,Prairie View A&M,,0.036,0.111,0,0,0,0,0,0.083
2022,5096861,Isaiah Robinson,RB,Incarnate Word,,0.114,0.017,0.214,0.111,0.12,0.099,0.119,0.102
2022,5096863,Kole Wilson,WR,Incarnate Word,,0.044,0.08,0.008,0.045,0.022,0.081,0.038,0.06
2022,5096878,Dekalon Taylor,WR,Incarnate Word,,0.041,0.022,0.06,0.049,0.036,0.031,0.043,0.035
2022,5096884,Caleb Berry,RB,Incarnate Word,,0.048,0.014,0.087,0.076,0.021,0.036,0.062,0.021
2022,5096963,Eyan Means,WR,Texas Southern,,0.03,0.078,0,0.034,0.024,0.033,0.029,0.03
2022,5096965,AJ Bennett,WR,Texas Southern,,0.055,0.14,0,0.049,0.065,0.051,0.05,0.064
2022,5096966,Oscar Gordon,QB,Texas Southern,,0.057,0.118,0,0.059,0,0.143,0.048,0.071
2022,5096968,Trenton Leary,WR,Texas Southern,,0.034,0.071,0.006,0.047,0.021,0.03,0.035,0.031
2022,5096969,Kerien Charlo,WR,Texas Southern,,0.034,0.063,0.015,0.058,0,0.037,0.04,0.024
2022,5096971,Tison Hill,QB,Texas Southern,,0.051,0.066,0.041,0.03,0.03,0.116,0.028,0.099
2022,5096973,Randy Masters,WR,Texas Southern,,0.021,0.047,0,0.008,0.032,0.031,0.021,0.019
2022,5096974,Chaunzavia Lewis,RB,Texas Southern,,0.044,0.036,0.05,0.035,0.062,0.04,0.046,0.04
2022,5096981,Daveon Ford,RB,Texas Southern,,0.062,0.006,0.104,0.079,0.072,0.021,0.077,0.034
2022,5096995,Amarion McDonald,WR,Texas Southern,,0.032,0.087,0,0,0.045,0.077,0,0.087
2022,5096996,Tajyrian Turner,WR,Texas Southern,,0.014,0.033,0,0.03,0,0,0.021,0
2022,5097058,Zachary Palmer-Smith,RB,Wagner,,0.18,0.008,0.329,0.224,0.194,0.097,0.239,0.092
2022,5097193,Isaiah Lemmond,WR,VMI,,0.1,0.199,0,0.067,0.155,0.075,0.058,0.18
2022,5097683,Owen Kanzler,WR,St. Thomas (MN),,0.016,0.04,0,0,0,0.1,0.021,0
2022,5097854,Lance Mason,TE,Missouri State,,0.026,0.044,0,0.025,0.026,0.031,0.026,0.025
2022,5097863,Ryan Whitaker,RB,Mississippi Valley State,,0.016,0,0.032,0,0.048,0,0,0.042
2022,5097865,Ontario Douglas,RB,Tarleton State,WAC,0.135,0.026,0.213,0.142,0.156,0.085,0.149,0.099
2022,5097866,Gabe Douglas,WR,Tarleton State,WAC,0.039,0.092,0,0.042,0.037,0,0.046,0.023
2022,5097870,Darius Cooper,WR,Tarleton State,WAC,0.081,0.193,0.003,0.088,0.085,0.057,0.075,0.094
