Season,Id,Name,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns
2021,4571668,Jake Spiewak,WR,Air Force,MWC,0.048,0.214,0,0.042,0.053,0.063,0.053,0.04
2021,4571669,DeAndre Hughes,WR,Air Force,MWC,0.088,0.04,0.097,0.084,0.106,0.082,0.079,0.112
2021,4571686,Ryan Cekay,WR,Colgate,,0.019,0.048,0,0.045,0,0,0.026,0
2021,4571689,Myles Bradley,WR,Colgate,,0.074,0.143,0.03,0,0.143,0.1,0.051,0.133
2021,4571698,Rory Boos,WR,Colgate,,0.056,0.095,0.03,0,0.048,0.2,0.051,0.067
2021,4571742,Nick Romano,RB,Idaho,,0.05,0.074,0.03,0.043,0,0.154,0.053,0.045
2021,4571801,Ayir Asante,WR,Holy Cross,,0.02,0.056,0,0,0.067,0,0,0.077
2021,4571803,Tyler Purdy,RB,Holy Cross,,0.082,0.056,0.097,0.136,0.067,0,0.111,0
2021,4571817,Julius Young,WR,Lafayette,,0.167,0.296,0,0.167,0.059,0.273,0.156,0.188
2021,4571818,Jordan Hull,WR,Lafayette,,0.042,0.074,0,0.056,0.059,0,0.063,0
2021,4571821,Jaden Sutton,RB,Lafayette,,0.167,0.037,0.389,0.222,0.118,0.182,0.156,0.188
2021,4571827,John Gay,RB,Maine,,0.054,0,0.1,0.04,0.053,0.091,0.075,0
2021,4571842,Nate Hope II,RB,Coastal Carolina,SBC,0.022,0,0.035,0.029,0.023,0,0.029,0
2021,4571891,Pha'leak Brown,RB,Illinois State,,0.091,0.048,0.136,0.125,0.071,0.083,0.143,0.043
2021,4571896,Kacper Rutkiewicz,WR,Illinois State,,0.023,0.048,0,0,0,0,0,0.043
2021,4571935,Jahmal Banks,WR,Wake Forest,ACC,0.039,0.075,0,0.028,0.068,0.02,0.031,0.056
2021,4571942,Payten Singletary,TE,Cincinnati,AAC,0.016,0.033,0,0.034,0,0,0.022,0
2021,4572041,Danny Hughes,RB,Michigan,B1G,0.04,0.05,0.029,0.029,0.042,0,0.038,0.045
2021,4572043,Leon Franklin,RB,Michigan,B1G,0.024,0,0.04,0.05,0.009,0,0.034,0
2021,4572267,Elijah Spencer,WR,Charlotte,CUSA,0.043,0.079,0,0.059,0.043,0.017,0.041,0.047
2021,4572267,Elijah Spencer,WR,Charlotte,,0.043,0.079,0,0.059,0.043,0.017,0.041,0.047
2021,4572366,Andrew Brito,QB,UCF,AAC,0.083,0.077,0.095,0.125,0.05,0.063,0.114,0.04
2021,4572387,Jordon Brookshire,QB,San Diego State,MWC,0.405,0.766,0.141,0.389,0.382,0.478,0.364,0.479
2021,4572454,Marcus Washington,WR,Texas,B12,0.045,0.098,0,0.033,0.054,0.067,0.036,0.069
2021,4572475,Eric Marsh,TE,New Mexico State,Ind,0.016,0.031,0,0,0,0.083,0.024,0
2021,4572556,Logan Wolf,WR,Northern Iowa,,0.033,0.056,0,0.048,0,0.059,0.029,0.038
2021,4572626,Travis Theis,RB,South Dakota,,0.339,0.136,0.45,0.48,0.238,0.231,0.405,0.2
2021,4572629,Carter Bell,WR,South Dakota,,0.048,0.136,0,0,0.095,0.077,0.048,0.05
2021,4572656,Canyon Bauer,WR,South Dakota State,,0.016,0.034,0,0,0,0.1,0,0.043
2021,4572713,Kanore McKinnon,WR,Chattanooga,,0.033,0.059,0,0.037,0,0.067,0.022,0.063
2021,4572719,Ailym Ford,RB,Chattanooga,,0.361,0.088,0.731,0.296,0.526,0.267,0.356,0.375
2021,4572739,Cooper Wallace,RB,The Citadel,,0.018,0,0.019,0,0.05,0,0,0.077
2021,4572786,Dennis Houston,WR,Western Illinois,,0.197,0.295,0,0.214,0.217,0.154,0.234,0.105
2021,4572792,Jordan Schippers,RB,Kansas State,B12,0.048,0,0.094,0.037,0.095,0,0.024,0.095
2021,4572822,Dominic Roberto,RB,Furman,,0.113,0.143,0.097,0.095,0.056,0.214,0.094,0.143
2021,4572845,Brandon Marshall,RB,Mercer,,0.111,0,0.182,0.13,0.167,0,0.125,0.071
2021,4572873,C.J. Charleston,WR,Youngstown State,,0.039,0.088,0,0,0.042,0.105,0.037,0.045
2021,4572878,Tre Radford,WR,Youngstown State,,0.013,0.029,0,0,0,0.053,0.019,0
2021,4572912,Jay Stanton,RB,Samford,,0.112,0.035,0.258,0.154,0.065,0.125,0.15,0.034
2021,4572932,Michael Vice,TE,Samford,,0.079,0.123,0,0.077,0.032,0.125,0.05,0.138
2021,4572934,Seth Morgan,QB,VMI,,0.319,0.636,0.03,0.379,0.24,0.385,0.318,0.32
2021,4572962,Leroy Thomas,WR,VMI,,0.058,0.121,0,0.103,0.04,0,0.068,0.04
2021,4573065,Josh Lifson,TE,Louisville,ACC,0.017,0.034,0,0.034,0,0,0.023,0
2021,4573222,Brett Buckman,WR,Delaware,,0.083,0.161,0,0,0.1,0.231,0.026,0.19
2021,4573243,Chandler Brayboy,WR,Elon,,0.079,0.128,0,0.115,0.043,0.071,0.105,0.04
2021,4573246,McKinley Witherspoon,RB,Elon,,0.095,0.051,0.167,0.038,0.087,0.214,0.079,0.12
2021,4573405,Griffin Helm,WR,New Hampshire,,0.038,0.077,0,0.048,0.056,0,0.065,0
2021,4573418,Isaac Seide,RB,New Hampshire,,0.115,0,0.24,0.143,0.111,0.083,0.161,0.048
2021,4573424,Branden Walker,WR,Houston Christian,,0.155,0.22,0,0.16,0.105,0.214,0.128,0.211
2021,4573455,Darius Perrantes,QB,Duquesne,,0.417,0.938,0.072,0.319,0.349,0.63,0.354,0.553
2021,4573495,Chaz Ward,RB,Lamar,,0.125,0,0.176,0.158,0.176,0,0.185,0.048
2021,4573522,Shawn Harris Jr.,WR,Stony Brook,,0.097,0.25,0,0.042,0.05,0.25,0.047,0.211
2021,4573560,K.J. Franklin,WR,Nicholls,,0.059,0.11,0,0.033,0.133,0,0.023,0.12
2021,4573563,John Carrington III,RB,Nicholls,,0.088,0.027,0.164,0.1,0.067,0.103,0.105,0.06
2021,4573600,Zachary Clement,QB,Northwestern State,,0.1,0.08,0.118,0.08,0,0.231,0.116,0.059
2021,4573680,Nolan Grooms,QB,Yale,,0.532,0.566,0.458,0.448,0.56,0.6,0.426,0.7
2021,4573697,Mason Tipton,WR,Yale,,0.013,0.019,0,0,0.04,0,0,0.033
2021,4573699,Jackson Hawes,TE,Yale,,0.013,0.019,0,0.034,0,0,0.021,0
2021,4573845,Devron Harper,WR,Mercer,,0.037,0.095,0,0.043,0.056,0,0.025,0.071
2021,4573849,Narii Gaither,RB,Gardner-Webb,,0.169,0.104,0.353,0.286,0.045,0.143,0.214,0.087
2021,4573850,D.J. Hancock,RB,Gardner-Webb,,0.031,0,0.118,0.071,0,0,0.048,0
2021,4573885,Iaan Cousin,RB,Kennesaw State,,0.063,0.045,0.073,0.042,0,0.133,0.049,0.091
2021,4573886,Preston Daniels,TE,Kennesaw State,,0.079,0,0.122,0.042,0.091,0.133,0.049,0.136
2021,4573889,Nykeem Farrow,RB,Kennesaw State,,0.079,0.091,0.073,0.042,0.136,0.067,0.073,0.091
2021,4573970,Erik Surratt,WR,Central Connecticut,,0.049,0.081,0,0.043,0.056,0.059,0.057,0.038
2021,4573973,Kyren Petteway,WR,Central Connecticut,,0.033,0.054,0,0,0,0.059,0,0.077
2021,4573979,Nasir Smith,RB,Central Connecticut,,0.197,0,0.522,0.174,0.389,0.059,0.171,0.231
2021,4573996,Shai Young,RB,Bryant,,0.158,0.071,0.241,0.208,0.143,0.083,0.179,0.111
2021,4574000,Matthew Prochaska,WR,Bryant,,0.053,0.107,0,0.083,0,0.083,0.051,0.056
2021,4574007,Jihad Edmond,TE,Bryant,,0.053,0.107,0,0.042,0.048,0.083,0.026,0.111
2021,4574026,Tyrese Chambers,WR,Florida International,CUSA,0.092,0.163,0,0.059,0.106,0.144,0.057,0.16
2021,4574075,Daniel Thompson IV,WR,Towson,,0.034,0.051,0,0,0.1,0,0,0.08
2021,4574107,Rayjoun Pringle,WR,Villanova,,0.117,0.189,0,0.115,0.105,0.143,0.121,0.111
2021,4574129,Donavyn Lester,RB,William & Mary,,0.302,0.235,0.343,0.273,0.25,0.357,0.333,0.25
2021,4574315,Bernard Porter,WR,Buffalo,MAC,0.031,0.071,0,0.037,0.018,0.046,0.023,0.049
2021,4574327,Marlyn Johnson,WR,Buffalo,MAC,0.014,0.041,0,0.021,0,0.025,0.018,0
2021,4574388,Marcus Riley,QB,Bethune-Cookman,,0.125,0.222,0,0.143,0.2,0,0.154,0
2021,4574562,Chris Sanders,WR,Florida A&M,,0.026,0.042,0,0,0.083,0,0.041,0
2021,4574570,Kamari Young,TE,Florida A&M,,0.013,0.021,0,0.031,0,0,0.02,0
2021,4574722,Christian Dremel,WR,Rutgers,B1G,0.015,0.019,0.011,0.013,0.031,0,0.015,0.016
2021,4574730,Isaiah Washington,WR,Rutgers,B1G,0.054,0.099,0.008,0.055,0.062,0.044,0.056,0.05
2021,4574732,Aaron Young,RB,Rutgers,B1G,0.086,0.049,0.117,0.095,0.089,0.068,0.099,0.057
2021,4574777,Dylan Leonard,TE,Georgia Tech,ACC,0.038,0.078,0,0.025,0.047,0.053,0.036,0.041
2021,4574984,Jabriel Johnson,RB,Morgan State,,0.231,0,0.4,0.333,0.25,0,0.357,0.083
2021,4575085,CJ Russell,RB,Grambling,,0.206,0.043,0.345,0.263,0.176,0.167,0.22,0.192
2021,4575116,Ty James,WR,Mercer,,0.056,0.143,0,0.043,0.111,0,0.05,0.071
2021,4575123,Anthony Summey,RB,Georgia,SEC,0.038,0,0.07,0.031,0.054,0.04,0.046,0.023
2021,4575128,Dante Norris,RB,Alabama State,,0.017,0,0.037,0.043,0,0,0.027,0
2021,4575131,Jacory Merritt,RB,Alabama State,,0.203,0.065,0.37,0.174,0.3,0.133,0.243,0.136
2021,4575153,Terrance Ellis,TE,Alabama State,,0.034,0.065,0,0,0,0.133,0,0.091
2021,4575188,Yancy Washington,TE,South Carolina State,,0.038,0.066,0,0.019,0.022,0.069,0.027,0.052
2021,4575193,Richard Bailey,WR,South Carolina State,,0.068,0.118,0,0.093,0.043,0.034,0.08,0.052
2021,4575265,Jeremiah Lorick,WR,Wagner,,0.041,0.148,0,0.027,0,0.08,0.053,0.025
2021,4575267,Jayvin Little,WR,Wagner,,0.071,0.176,0,0.059,0.071,0.1,0.043,0.105
2021,4575274,Prince Hall,RB,Wagner,,0.093,0,0.129,0.054,0.125,0.12,0.07,0.125
2021,4575348,Da'Quan Felton,WR,Norfolk State,,0.112,0.27,0,0.111,0.138,0.1,0.111,0.114
2021,4575352,Kevin Johnson,RB,Norfolk State,,0.159,0.094,0.222,0.172,0.25,0,0.195,0.107
2021,4575413,Carson Rieder,FB,Louisiana Tech,CUSA,0.015,0.025,0,0.032,0,0,0.022,0
2021,4575436,Davion Ervin-Poindexter,RB,Indiana,B1G,0.069,0.023,0.115,0.072,0.075,0.065,0.074,0.059
2021,4575437,Grant Gremel,QB,Indiana,B1G,0.272,0.539,0.033,0.237,0.25,0.333,0.188,0.404
2021,4575457,Pailate Makakona,RB,Utah State,MWC,0.087,0.005,0.161,0.128,0.076,0.033,0.105,0.056
2021,4575508,DJ England-Chisolm,WR,Middle Tennessee,CUSA,0.065,0.102,0.024,0.086,0.071,0.024,0.067,0.062
2021,4575538,Tyler Crowe,FB,Boise State,MWC,0.042,0,0.073,0.043,0.043,0.04,0.051,0.02
2021,4575539,Tyler Eiguren,TE,Boise State,MWC,0.014,0.034,0,0,0,0.059,0,0.056
2021,4575558,Josh Kelly,WR,Fresno State,MWC,0.078,0.131,0.008,0.099,0.073,0.036,0.082,0.07
2021,4575662,Isaiah Bravo,QB,UTEP,CUSA,0.045,0,0.065,0.033,0.05,0.071,0.058,0
2021,4575665,Jacob Cowing,WR,UTEP,CUSA,0.111,0.233,0.009,0.105,0.096,0.147,0.095,0.146
2021,4575667,Deion Hankins,RB,UTEP,CUSA,0.177,0.01,0.328,0.243,0.164,0.082,0.228,0.075
2021,4575668,Gavin Hardison,QB,UTEP,CUSA,0.483,0.949,0.059,0.387,0.508,0.64,0.388,0.673
2021,4575671,Jalen Joseph,RB,UTEP,CUSA,0.047,0,0.081,0.063,0.056,0,0.068,0
2021,4575767,Will Derrick,WR,UL Monroe,SBC,0.042,0.091,0,0.021,0.059,0.058,0.026,0.071
2021,4575821,Devon Starling,RB,Tennessee State,,0.283,0.2,0.367,0.32,0.238,0.231,0.244,0.368
2021,4575831,Taron Keith,RB,Bowling Green,MAC,0.098,0.084,0.119,0.118,0.114,0.054,0.099,0.096
2021,4575856,James Della Pesca,TE,Temple,AAC,0.018,0.038,0,0,0.028,0.043,0.014,0.027
2021,4575862,Trebor Pena,WR,Syracuse,ACC,0.013,0.02,0.008,0.01,0.014,0.022,0.007,0.026
2021,4576064,Davius Richard,QB,North Carolina Central,,0.574,1,0.045,0.381,0.65,0.818,0.486,0.765
2021,4576073,Latrell Collier,RB,North Carolina Central,,0.093,0.033,0.182,0.143,0.05,0.091,0.135,0
2021,4576119,Deyunkrea Lewis,TE,Troy,SBC,0.023,0.041,0,0.013,0.036,0.018,0.014,0.041
2021,4576152,Quincy Vaughn,QB,North Dakota,,0.029,0.044,0,0.03,0.042,0,0.042,0
2021,4576168,Trey Blair,RB,Temple,AAC,0.053,0.035,0.078,0.037,0.085,0.045,0.046,0.067
2021,4576173,Joey Marousek,QB,Akron,MAC,0.06,0.114,0,0,0.091,0.111,0.063,0.053
2021,4576183,Kevin Davis,RB,Miami (OH),MAC,0.096,0.057,0.136,0.093,0.111,0.069,0.104,0.08
2021,4576186,Trevor Borland,TE,Buffalo,MAC,0.022,0.052,0,0.02,0.038,0,0.019,0.028
2021,4576189,Aveon Smith,QB,Miami (OH),MAC,0.022,0,0.039,0.024,0.017,0.031,0.025,0.017
2021,4576218,Sevion Morrison,RB,Nebraska,B1G,0.062,0.023,0.088,0.071,0.079,0.023,0.067,0.048
2021,4576238,Damon Horton,RB,St. Francis (PA),,0.177,0.067,0.31,0.217,0.19,0.071,0.2,0.136
2021,4576254,Dawson Snyder,WR,St. Francis (PA),,0.048,0.1,0,0.043,0.048,0.071,0.05,0.045
2021,4576294,Harrison Waylee,RB,Northern Illinois,MAC,0.316,0.045,0.467,0.414,0.318,0.098,0.381,0.179
2021,4576297,A.J. Barner,TE,Indiana,B1G,0.039,0.076,0,0.036,0.037,0.054,0.027,0.062
2021,4576318,Marcus Carroll,RB,Georgia State,SBC,0.059,0.005,0.095,0.074,0.044,0.049,0.071,0.031
2021,4576788,Andre Johnson,WR,Arizona State,PAC,0.043,0.099,0,0.042,0.048,0.042,0.033,0.068
2021,4577303,Cade Ballard,QB,Army,Ind,0.061,0.111,0.054,0.071,0.04,0.043,0.059,0.069
2021,4577305,Jemel Jones,QB,Army,Ind,0.137,0.478,0.105,0.122,0.11,0.222,0.121,0.204
2021,4577316,Braheam Murphy,RB,Army,Ind,0.03,0.103,0.021,0.035,0.02,0.034,0.024,0.05
2021,4577324,Jakobi Buchanan,RB,Army,Ind,0.159,0,0.183,0.122,0.118,0.232,0.19,0.069
2021,4577325,Cole Caterbone,WR,Army,Ind,0.029,0.139,0,0.029,0.033,0,0.026,0.034
2021,4577357,Ryan Jackovic,WR,Army,Ind,0.014,0.333,0,0,0.04,0,0,0.077
2021,4577359,Reikan Donaldson,WR,Army,Ind,0.019,0.08,0.011,0,0.045,0.02,0,0.066
2021,4577478,Tyler Riddell,QB,East Tennessee State,,0.443,1,0.056,0.273,0.476,0.647,0.341,0.65
2021,4577516,Cavon Croom,WR,Bowling Green,MAC,0.068,0.118,0,0.068,0.068,0.078,0.055,0.092
2021,4577577,Ismael Fuller,WR,Houston Christian,,0.086,0.122,0,0.08,0.158,0,0.077,0.105
2021,4577747,Cyrus Bonsu,RB,Massachusetts,Ind,0.019,0,0.029,0,0.056,0,0,0.048
2021,4577762,Jacob Orlando,TE,Massachusetts,Ind,0.017,0.04,0,0.01,0.012,0.02,0.013,0.024
2021,4577779,Blake Wells,WR,New Mexico,MWC,0.015,0.053,0,0.037,0,0,0.023,0
2021,4577839,Raiden Hunter,RB,Idaho State,,0.107,0.038,0.179,0.12,0.158,0,0.103,0.118
2021,4577841,Sagan Gronauer,QB,Idaho State,,0.5,0.923,0.143,0.36,0.632,0.636,0.436,0.647
2021,4577916,Ricky Conway,RB,Long Island University,,0.016,0,0.03,0.043,0,0,0.026,0
2021,4577921,Jonathan DeBique,RB,Long Island University,,0.194,0.037,0.333,0.348,0.143,0.071,0.289,0.042
2021,4577934,Derick Eugene,WR,Long Island University,,0.145,0.333,0,0.174,0.095,0.143,0.132,0.167
2021,4577962,Camden Orth,QB,Long Island University,,0.468,0.963,0.091,0.304,0.524,0.643,0.421,0.542
2021,4577963,Tosin Oyekanmi,WR,Long Island University,,0.081,0.185,0,0,0.19,0.071,0,0.208
2021,4578042,P.J. Wells,WR,Jacksonville State,,0.14,0.206,0,0.15,0.118,0.167,0.115,0.167
2021,4578110,Gabe Sloat,RB,Rhode Island,,0.161,0,0.257,0.208,0.2,0,0.194,0.1
2021,4578224,Christian Richmond,WR,Central Arkansas,,0.129,0.186,0,0.107,0.136,0.167,0.103,0.174
2021,4578267,Dane Kinamon,WR,Air Force,MWC,0.058,0.09,0.053,0.04,0.058,0.067,0.055,0.065
2021,4578333,Dean Tate,WR,Ball State,MAC,0.013,0.025,0,0,0.038,0,0,0.042
2021,4578336,Isaiah Dunnuck,TE,Ball State,MAC,0.013,0.025,0,0.032,0,0,0.02,0
2021,4578351,Kevin Brown,RB,Incarnate Word,,0.103,0.022,0.273,0.118,0.136,0,0.106,0.095
2021,4578436,Coleman Owen,WR,Northern Arizona,,0.051,0.15,0,0.08,0.048,0,0.056,0.043
2021,4578631,Jacorey Howard,RB,Texas Southern,,0.13,0.033,0.217,0.138,0.2,0.036,0.133,0.125
2021,4578654,Jaden Walley,WR,Mississippi State,SEC,0.077,0.102,0,0.069,0.104,0.047,0.073,0.088
2021,4578660,Ahmad Antoine,RB,Prairie View A&M,,0.036,0,0.051,0.053,0,0.063,0.074,0
2021,4578872,Lawton Rikel,WR,Stephen F. Austin,,0.035,0.05,0,0.031,0,0.105,0.019,0.061
2021,4578878,Trae Self,QB,Stephen F. Austin,,0.741,0.983,0.16,0.594,0.769,0.947,0.615,0.939
2021,4578960,Hudson Schenck,WR,Weber State,,0.016,0.029,0,0.04,0,0,0.026,0
2021,4578992,Mason Pierce,WR,McNeese,,0.016,0.036,0,0,0.048,0,0,0.037
2021,4579073,Tommy Schuster,QB,North Dakota,,0.609,0.933,0,0.606,0.5,0.833,0.5,0.857
2021,4579074,Luke Skokna,RB,North Dakota,,0.13,0.156,0.091,0.152,0.083,0.167,0.125,0.143
2021,4579078,Adam Zavalney,TE,North Dakota,,0.072,0.111,0,0.061,0.083,0.083,0.063,0.095
2021,4579840,Lovell Armstead,RB,St. Francis (PA),,0.048,0.033,0.069,0.087,0,0.071,0.075,0
2021,4580157,Trey Wilson III,RB,Fordham,,0.138,0.075,0.294,0.167,0.167,0.067,0.161,0.111
2021,4580590,Zachary Larrier,QB,Air Force,MWC,0.043,0,0.047,0.034,0.065,0.038,0.034,0.072
2021,4580608,Kyle Patterson,TE,Air Force,MWC,0.049,0.304,0,0.017,0.039,0.129,0.031,0.085
2021,4580659,Darran Butts,RB,Hampton,,0.161,0,0.243,0.095,0.211,0.214,0.114,0.238
2021,4580711,Donovan White,TE,Prairie View A&M,,0.018,0.063,0,0,0,0.063,0.037,0
2021,4583958,Hunter Batten,RB,Lamar,,0.021,0,0.029,0,0.059,0,0,0.048
2021,4585553,Jamichael Thompson,WR,Middle Tennessee,CUSA,0.03,0.045,0.016,0.018,0.024,0.069,0.011,0.067
2021,4586173,Tyler Roberts,WR,Coastal Carolina,SBC,0.033,0.085,0,0.031,0.026,0.067,0.022,0.071
2021,4586312,Jaylin Noel,WR,Iowa State,B12,0.056,0.103,0,0.058,0.035,0.082,0.047,0.077
2021,4586314,Bryce Stephens,WR,Arkansas,SEC,0.039,0.12,0,0.027,0.043,0.071,0.019,0.087
2021,4586330,Rico Barfield,RB,Ball State,MAC,0.037,0,0.097,0.094,0,0,0.061,0
2021,4587468,Travien Benjamin,RB,Southern,,0.061,0,0.115,0.091,0,0.091,0.065,0.056
2021,4587702,Christian Leary,WR,Alabama,SEC,0.032,0.024,0.042,0.026,0.037,0.043,0.028,0.044
2021,4587705,Cam'Ron Valdez,RB,Texas Tech,B12,0.044,0,0.079,0.043,0.022,0.087,0.036,0.074
2021,4587722,Troy Stellato,WR,Clemson,ACC,0.011,0.022,0,0,0.035,0,0.008,0.019
2021,4588200,Colby McDonald,RB,Maryland,B1G,0.11,0.014,0.216,0.126,0.126,0.031,0.128,0.06
2021,4589218,Aaron Dumas,RB,New Mexico,MWC,0.208,0,0.357,0.218,0.248,0.14,0.243,0.144
2021,4589233,Dylan Goffney,WR,SMU,AAC,0.039,0.067,0,0.034,0.031,0.068,0.037,0.042
2021,4590295,Thomas Zsiros,WR,Toledo,MAC,0.018,0.038,0,0.01,0.014,0.044,0.007,0.039
2021,4590302,Deon Silas,RB,Iowa State,B12,0.055,0.007,0.107,0.07,0.051,0.022,0.049,0.068
2021,4590347,Rahjai Harris,RB,East Carolina,AAC,0.214,0.059,0.371,0.245,0.219,0.14,0.258,0.123
2021,4590532,Silas Bolden,WR,Oregon State,PAC,0.022,0.027,0.019,0.016,0.035,0.021,0.025,0.014
2021,4590632,Alex Maxwell,WR,Purdue,B1G,0.013,0.026,0,0.029,0,0,0.017,0
2021,4591750,Isaiah Cashwell,RB,Miami,ACC,0.045,0,0.091,0.039,0.059,0.038,0.049,0.029
2021,4592531,Ari Patu,QB,Stanford,PAC,0.176,0.3,0.058,0.19,0.121,0.208,0.177,0.175
2021,4592572,Mason Tharp,TE,Texas Tech,B12,0.039,0.078,0,0.032,0.031,0.053,0.038,0.044
2021,4592573,Michael Jackson III,WR,USC,PAC,0.033,0.061,0,0.038,0.026,0.02,0.032,0.037
2021,4592832,Marcus Burke,WR,Florida,SEC,0.125,0.226,0,0.16,0.1,0.1,0.111,0.15
2021,4592835,Dalton Stroman,WR,App State,SBC,0.013,0.026,0,0,0.043,0,0.019,0
2021,4594198,Cameron Wright,WR,Memphis,AAC,0.013,0.023,0,0,0.038,0,0,0.042
2021,4594319,Brady Boyd,WR,Minnesota,B1G,0.015,0.051,0,0.015,0.02,0,0.009,0.034
2021,4594444,Jordan Moore,WR,Duke,ACC,0.078,0.052,0.1,0.077,0.079,0.067,0.075,0.083
2021,4594446,Roderick Daniels,WR,SMU,AAC,0.035,0.067,0,0.03,0.041,0.023,0.028,0.052
2021,4594749,Michael Trigg,TE,USC,PAC,0.042,0.069,0,0.038,0.061,0.025,0.035,0.059
2021,4594984,Tavierre Dunlap,RB,Michigan,B1G,0.055,0,0.086,0.063,0.068,0,0.052,0.065
2021,4595341,Caleb Hood,RB,North Carolina,ACC,0.082,0.008,0.145,0.096,0.057,0.105,0.093,0.053
2021,4595342,Oronde Gadsden II,TE,Syracuse,ACC,0.017,0.041,0,0,0,0.1,0,0.048
2021,4595348,Malik Nabers,WR,LSU,SEC,0.061,0.106,0.013,0.051,0.057,0.088,0.044,0.096
2021,4595354,Gabe Ervin,RB,Nebraska,B1G,0.17,0.023,0.29,0.229,0.159,0.093,0.2,0.116
2021,4596334,Keaton Mitchell,RB,East Carolina,AAC,0.226,0.061,0.394,0.283,0.257,0.102,0.268,0.14
2021,4596336,Chandler Pittman,RB,Southern Miss,CUSA,0.057,0.035,0.083,0.042,0.086,0.048,0.038,0.087
2021,4596346,Jordan Dingle,TE,Kentucky,SEC,0.014,0.027,0,0.014,0,0.05,0.01,0.028
2021,4596347,Donaven McCulley,WR,Indiana,B1G,0.359,0.468,0.267,0.376,0.304,0.413,0.349,0.377
2021,4596437,AJ Green,RB,Arkansas,SEC,0.085,0.046,0.108,0.083,0.09,0.09,0.078,0.1
2021,4596439,Dominic Lovett,WR,Missouri,SEC,0.048,0.076,0.013,0.04,0.047,0.061,0.038,0.067
2021,4596448,Mar'Keise Irving,RB,Minnesota,B1G,0.195,0.035,0.269,0.253,0.193,0.092,0.214,0.149
2021,4596472,Jalon Daniels,QB,Kansas,B12,0.395,0.663,0.162,0.34,0.364,0.506,0.361,0.473
2021,4596539,Yulkeith Brown,WR,Texas A&M,SEC,0.029,0.044,0.021,0.045,0,0.042,0.028,0.031
2021,4596596,J.J. Jones,WR,North Carolina,ACC,0.036,0.077,0,0.028,0.022,0.1,0.029,0.054
2021,4596602,Brashard Smith,RB,Miami,ACC,0.038,0.048,0.026,0.048,0.043,0.01,0.043,0.025
2021,4596608,Chance Luper,WR,Missouri,SEC,0.068,0.111,0.006,0.053,0.093,0.058,0.064,0.077
2021,4597247,Austin Smith,QB,Eastern Michigan,MAC,0.013,0.029,0,0,0.04,0,0,0.034
2021,4597248,Tailique Williams,WR,Georgia State,SBC,0.02,0.031,0.012,0.029,0.021,0,0.028,0
2021,4597499,Mikey Keene,QB,UCF,AAC,0.42,0.836,0.05,0.304,0.454,0.615,0.328,0.609
2021,4597500,Adonai Mitchell,WR,Georgia,SEC,0.063,0.133,0.002,0.065,0.05,0.088,0.057,0.082
2021,4597679,Luke Altmyer,QB,Ole Miss,SEC,0.164,0.274,0.062,0.12,0.177,0.208,0.133,0.223
2021,4597703,Tory Horton,WR,Nevada,MWC,0.086,0.127,0,0.082,0.092,0.087,0.076,0.105
2021,4599739,Kendre Miller,RB,TCU,B12,0.131,0.038,0.195,0.125,0.143,0.129,0.141,0.107
2021,4600403,Braylon Braxton,QB,Tulsa,AAC,0.029,0,0.049,0.014,0.01,0.047,0.031,0.024
2021,4600597,Montorie Foster,WR,Michigan State,B1G,0.041,0.087,0,0.028,0.04,0.074,0.021,0.088
2021,4600602,Wyatt Begeal,WR,Arkansas State,SBC,0.042,0,0.103,0.011,0.06,0.043,0.029,0.066
2021,4600603,Drew Carter,QB,Colorado,PAC,0.09,0.157,0.024,0.059,0.109,0.108,0.063,0.145
2021,4600981,Patrick Bryant,WR,Illinois,B1G,0.03,0.058,0,0.027,0.058,0,0.018,0.053
2021,4601080,Raheim Sanders,RB,Arkansas,SEC,0.144,0.038,0.211,0.128,0.187,0.106,0.158,0.113
2021,4601283,Trevion Cooley,RB,Louisville,ACC,0.13,0.042,0.197,0.173,0.098,0.093,0.145,0.096
2021,4602192,Landen King,TE,Auburn,SEC,0.035,0.067,0,0.012,0.015,0.109,0.015,0.072
2021,4602216,Omari Walker,WR,Arkansas State,SBC,0.014,0.02,0,0,0,0.056,0,0.027
2021,4602667,Jaylin Lane,WR,Middle Tennessee,CUSA,0.071,0.115,0.024,0.061,0.077,0.082,0.063,0.088
2021,4602702,Jon-Luke Peaker,RB,Old Dominion,CUSA,0.098,0.015,0.172,0.107,0.071,0.123,0.123,0.043
2021,4602788,Jackson Meeks,WR,Georgia,SEC,0.023,0.067,0,0,0.029,0.075,0,0.083
2021,4602923,Jaylen Henderson,QB,Fresno State,MWC,0.102,0.084,0.124,0.056,0.132,0.189,0.091,0.137
2021,4602937,Colten Gauthier,QB,South Carolina,SEC,0.014,0.036,0,0,0.037,0,0.018,0
2021,4602940,Derwin Burgess Jr.,WR,Georgia Southern,SBC,0.07,0.173,0.006,0.083,0.012,0.118,0.064,0.084
2021,4602966,Jacob Gill,WR,Northwestern,B1G,0.024,0.046,0,0.015,0.019,0.052,0.013,0.046
2021,4602968,Nate Hampton,QB,Liberty,Ind,0.127,0.118,0.138,0.065,0.15,0.222,0.073,0.227
2021,4602969,Bryson Nesbit,TE,North Carolina,ACC,0.027,0.056,0,0.024,0.035,0.022,0.027,0.025
